dataset,method,gene,fdr,essential
CRISPR.UMUC3,HitSelect,IL22,0.4861625,0
CRISPR.UMUC3,HitSelect,PLA2G2E,0.5107527,0
CRISPR.UMUC3,HitSelect,CRYGB,0.5345622,0
CRISPR.UMUC3,HitSelect,NPHS2,0.5576277,0
CRISPR.UMUC3,HitSelect,MAGEB3,0.5799835,0
CRISPR.UMUC3,HitSelect,POU4F2,0.6016618,0
CRISPR.UMUC3,HitSelect,KRT74,1,0
CRISPR.UMUC3,HitSelect,KRT77,1,0
CRISPR.UMUC3,HitSelect,CABP5,1,0
CRISPR.UMUC3,HitSelect,DMRTB1,1,0
CRISPR.UMUC3,HitSelect,LHX5,1,0
CRISPR.UMUC3,HitSelect,TAS2R13,1,0
CRISPR.UMUC3,HitSelect,CYP7A1,1,0
CRISPR.UMUC3,HitSelect,RXFP2,1,0
CRISPR.UMUC3,HitSelect,OTUD6A,1,0
CRISPR.UMUC3,HitSelect,TAAR8,1,0
CRISPR.UMUC3,HitSelect,TGM6,1,0
CRISPR.UMUC3,HitSelect,OC90,1,0
CRISPR.UMUC3,HitSelect,OR12D2,1,0
CRISPR.UMUC3,HitSelect,TAAR1,1,0
CRISPR.UMUC3,HitSelect,VN1R2,1,0
CRISPR.UMUC3,HitSelect,SAGE1,1,0
CRISPR.UMUC3,HitSelect,NPSR1,1,0
CRISPR.UMUC3,HitSelect,DEFB129,1,0
CRISPR.UMUC3,HitSelect,LUZP4,1,0
CRISPR.UMUC3,HitSelect,OR52E8,1,0
CRISPR.UMUC3,HitSelect,NLRP5,1,0
CRISPR.UMUC3,HitSelect,SPATA16,1,0
CRISPR.UMUC3,HitSelect,ABCG8,1,0
CRISPR.UMUC3,HitSelect,HTR3D,1,0
CRISPR.UMUC3,HitSelect,OLIG2,1,0
CRISPR.UMUC3,HitSelect,TAS2R9,1,0
CRISPR.UMUC3,HitSelect,TRIM42,1,0
CRISPR.UMUC3,MAGeCK,PSMB2,2.32e-4,1
CRISPR.UMUC3,MAGeCK,PSMD6,2.32e-4,1
CRISPR.UMUC3,MAGeCK,RPS13,0.002205,1
CRISPR.UMUC3,MAGeCK,PSMD7,0.002205,1
CRISPR.UMUC3,MAGeCK,RPL18A,0.003993,1
CRISPR.UMUC3,MAGeCK,PSMD11,0.004046,1
CRISPR.UMUC3,MAGeCK,NUP93,0.004046,1
CRISPR.UMUC3,MAGeCK,RPL11,0.004468,1
CRISPR.UMUC3,MAGeCK,COPB1,0.0060350000000000004,1
CRISPR.UMUC3,MAGeCK,COPA,0.0060350000000000004,1
CRISPR.UMUC3,MAGeCK,COPS4,0.0060350000000000004,1
CRISPR.UMUC3,MAGeCK,RPS19,0.008627,1
CRISPR.UMUC3,MAGeCK,POLR2D,0.012369,1
CRISPR.UMUC3,MAGeCK,PSMC4,0.012369,1
CRISPR.UMUC3,MAGeCK,RPL3,0.016311,1
CRISPR.UMUC3,MAGeCK,NUP54,0.063783,1
CRISPR.UMUC3,MAGeCK,RPS8,0.062019,1
CRISPR.UMUC3,MAGeCK,RPL35A,0.061368,1
CRISPR.UMUC3,MAGeCK,PSMC1,0.074721,1
CRISPR.UMUC3,MAGeCK,RPL36,0.074721,1
CRISPR.UMUC3,MAGeCK,PSMC2,0.090951,1
CRISPR.UMUC3,MAGeCK,PSMA3,0.090951,1
CRISPR.UMUC3,MAGeCK,RPL9,0.092023,1
CRISPR.UMUC3,MAGeCK,RPS11,0.118075,1
CRISPR.UMUC3,MAGeCK,POLR2F,0.118075,1
CRISPR.UMUC3,MAGeCK,POLR2A,0.118075,1
CRISPR.UMUC3,MAGeCK,RPS9,0.122944,1
CRISPR.UMUC3,MAGeCK,RPS3A,0.118075,1
CRISPR.UMUC3,MAGeCK,COPS6,0.133844,1
CRISPR.UMUC3,MAGeCK,RPL34,0.127253,1
CRISPR.UMUC3,MAGeCK,NUP205,0.243643,1
CRISPR.UMUC3,MAGeCK,NUP98,0.316353,1
CRISPR.UMUC3,MAGeCK,PSMB3,0.290375,1
CRISPR.UMUC3,MAGeCK,PSMD1,0.316907,1
CRISPR.UMUC3,MAGeCK,COPS2,0.385085,1
CRISPR.UMUC3,MAGeCK,COPZ1,0.442445,1
CRISPR.UMUC3,MAGeCK,POLA1,0.49831,1
CRISPR.UMUC3,MAGeCK,RPS27,0.442445,1
CRISPR.UMUC3,MAGeCK,NUP133,0.552403,1
CRISPR.UMUC3,MAGeCK,RPL6,0.354702,1
CRISPR.UMUC3,MAGeCK,RPL5,0.61441,1
CRISPR.UMUC3,MAGeCK,RPL30,0.652043,1
CRISPR.UMUC3,MAGeCK,COPS8,0.999995,1
CRISPR.UMUC3,MAGeCK,LYZL6,0.999995,0
CRISPR.UMUC3,MAGeCK,RPS24,0.999995,1
CRISPR.UMUC3,MAGeCK,RPL27,0.999995,1
CRISPR.UMUC3,MAGeCK,RPS7,0.999995,1
CRISPR.UMUC3,MAGeCK,MRGPRD,0.999995,0
CRISPR.UMUC3,MAGeCK,TPH2,0.999995,0
CRISPR.UMUC3,MAGeCK,KRT25,0.999995,0
CRISPR.UMUC3,MAGeCK,KRT9,0.999995,0
CRISPR.UMUC3,MAGeCK,PIWIL3,0.999995,0
CRISPR.UMUC3,MAGeCK,IL22,0.999995,0
CRISPR.UMUC3,MAGeCK,IL1F10,0.999995,0
CRISPR.UMUC3,MAGeCK,KRT74,0.999995,0
CRISPR.UMUC3,MAGeCK,RNASE9,0.999995,0
CRISPR.UMUC3,MAGeCK,FCRL4,0.999995,0
CRISPR.UMUC3,MAGeCK,PLA2G2E,0.999995,0
CRISPR.UMUC3,MAGeCK,ADH7,0.999995,0
CRISPR.UMUC3,MAGeCK,DMRTC2,0.999995,0
CRISPR.UMUC3,MAGeCK,TAS2R13,0.999995,0
CRISPR.UMUC3,MAGeCK,RPTN,0.999995,0
CRISPR.UMUC3,MAGeCK,DMRTB1,0.999995,0
CRISPR.UMUC3,MAGeCK,TAAR8,0.999995,0
CRISPR.UMUC3,MAGeCK,OR9Q2,0.999995,0
CRISPR.UMUC3,MAGeCK,POU4F2,0.999995,0
CRISPR.UMUC3,MAGeCK,CRYGB,0.999995,0
CRISPR.UMUC3,MAGeCK,NPHS2,0.999995,0
CRISPR.UMUC3,MAGeCK,FAM71B,0.999995,0
CRISPR.UMUC3,MAGeCK,MAGEB3,0.999995,0
CRISPR.UMUC3,MAGeCK,LHX5,0.999995,0
CRISPR.UMUC3,MAGeCK,KRT77,0.999995,0
CRISPR.UMUC3,MAGeCK,CYP7A1,0.999995,0
CRISPR.UMUC3,MAGeCK,OTUD6A,0.999995,0
CRISPR.UMUC3,MAGeCK,CABP5,0.999995,0
CRISPR.UMUC3,MAGeCK,OC90,0.999995,0
CRISPR.UMUC3,MAGeCK,TAAR1,0.999995,0
CRISPR.UMUC3,MAGeCK,VN1R2,0.999995,0
CRISPR.UMUC3,MAGeCK,LUZP4,0.999995,0
CRISPR.UMUC3,MAGeCK,NPSR1,0.999995,0
CRISPR.UMUC3,MAGeCK,NLRP5,0.999995,0
CRISPR.UMUC3,MAGeCK,OR12D2,0.999995,0
CRISPR.UMUC3,MAGeCK,RXFP2,0.999995,0
CRISPR.UMUC3,MAGeCK,SAGE1,0.999995,0
CRISPR.UMUC3,MAGeCK,OLIG2,0.999995,0
CRISPR.UMUC3,MAGeCK,TGM6,0.999995,0
CRISPR.UMUC3,MAGeCK,SPATA16,0.999995,0
CRISPR.UMUC3,MAGeCK,DEFB129,0.999995,0
CRISPR.UMUC3,MAGeCK,HTR3D,0.999995,0
CRISPR.UMUC3,MAGeCK,ABCG8,0.999995,0
CRISPR.UMUC3,MAGeCK,OR52E8,0.999995,0
CRISPR.UMUC3,MAGeCK,TAS2R9,0.999995,0
CRISPR.UMUC3,MAGeCK,TRIM42,0.999995,0
CRISPR.UMUC3,PBNPA,ABCG8,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,ADH7,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,CABP5,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,COPA,2.9165131681441192e-5,1
CRISPR.UMUC3,PBNPA,COPB1,5.701833503626297e-5,1
CRISPR.UMUC3,PBNPA,COPS2,0.008058512970478205,1
CRISPR.UMUC3,PBNPA,COPS4,8.176834758691517e-4,1
CRISPR.UMUC3,PBNPA,COPS6,0.05563243767097881,1
CRISPR.UMUC3,PBNPA,COPS8,0.8145269856019219,1
CRISPR.UMUC3,PBNPA,COPZ1,0.2511821014382818,1
CRISPR.UMUC3,PBNPA,CRYGB,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,CYP7A1,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,DEFB129,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,DMRTB1,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,DMRTC2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,FAM71B,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,FCRL4,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,HTR3D,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,IL1F10,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,IL22,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,KRT25,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,KRT74,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,KRT77,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,KRT9,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,LHX5,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,LUZP4,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,LYZL6,0.8145269856019219,0
CRISPR.UMUC3,PBNPA,MAGEB3,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,MRGPRD,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,NLRP5,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,NPHS2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,NPSR1,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,NUP133,0.03770002144692533,1
CRISPR.UMUC3,PBNPA,NUP205,0.03780806219894941,1
CRISPR.UMUC3,PBNPA,NUP54,0.0856980462565204,1
CRISPR.UMUC3,PBNPA,NUP93,3.053647866545019e-5,1
CRISPR.UMUC3,PBNPA,NUP98,0.1852674409225984,1
CRISPR.UMUC3,PBNPA,OC90,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,OLIG2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,OR12D2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,OR52E8,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,OR9Q2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,OTUD6A,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,PIWIL3,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,PLA2G2E,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,POLA1,0.10258550284698537,1
CRISPR.UMUC3,PBNPA,POLR2A,0.02286623622275845,1
CRISPR.UMUC3,PBNPA,POLR2D,2.1584690626621654e-4,1
CRISPR.UMUC3,PBNPA,POLR2F,0.03770002144692533,1
CRISPR.UMUC3,PBNPA,POU4F2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,PSMA3,0.02400659587875424,1
CRISPR.UMUC3,PBNPA,PSMB2,0,1
CRISPR.UMUC3,PBNPA,PSMB3,0.4455685354544809,1
CRISPR.UMUC3,PBNPA,PSMC1,0.007017211216343106,1
CRISPR.UMUC3,PBNPA,PSMC2,0.02286623622275845,1
CRISPR.UMUC3,PBNPA,PSMC4,0.03770002144692533,1
CRISPR.UMUC3,PBNPA,PSMD1,0.03770002144692533,1
CRISPR.UMUC3,PBNPA,PSMD11,5.821917474183591e-4,1
CRISPR.UMUC3,PBNPA,PSMD6,0.006237670396089432,1
CRISPR.UMUC3,PBNPA,PSMD7,2.9165131681441192e-5,1
CRISPR.UMUC3,PBNPA,RNASE9,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,RPL11,2.9165131681441192e-5,1
CRISPR.UMUC3,PBNPA,RPL18A,3.2001676367849897e-4,1
CRISPR.UMUC3,PBNPA,RPL27,0.9999999983423613,1
CRISPR.UMUC3,PBNPA,RPL3,0.1852674409225984,1
CRISPR.UMUC3,PBNPA,RPL30,0.18392920969966112,1
CRISPR.UMUC3,PBNPA,RPL34,1.3808097511117112e-4,1
CRISPR.UMUC3,PBNPA,RPL35A,0,1
CRISPR.UMUC3,PBNPA,RPL36,2.0962349019855336e-4,1
CRISPR.UMUC3,PBNPA,RPL5,0.2511821014382818,1
CRISPR.UMUC3,PBNPA,RPL6,0.006237670396089432,1
CRISPR.UMUC3,PBNPA,RPL9,0.008058512970478205,1
CRISPR.UMUC3,PBNPA,RPS11,0.07713970244384137,1
CRISPR.UMUC3,PBNPA,RPS13,3.145898512182943e-5,1
CRISPR.UMUC3,PBNPA,RPS19,2.9165131681441192e-5,1
CRISPR.UMUC3,PBNPA,RPS24,0.9999999983423613,1
CRISPR.UMUC3,PBNPA,RPS27,0.13338067751923427,1
CRISPR.UMUC3,PBNPA,RPS3A,0.09835186436519196,1
CRISPR.UMUC3,PBNPA,RPS7,0.9999999983423613,1
CRISPR.UMUC3,PBNPA,RPS8,6.095910171026327e-5,1
CRISPR.UMUC3,PBNPA,RPS9,5.701833503626297e-5,1
CRISPR.UMUC3,PBNPA,RPTN,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,RXFP2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,SAGE1,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,SPATA16,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TAAR1,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TAAR8,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TAS2R13,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TAS2R9,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TGM6,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TPH2,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,TRIM42,0.9999999983423613,0
CRISPR.UMUC3,PBNPA,VN1R2,0.9999999983423613,0
CRISPR.UMUC3,PinAPL-py,COPA,0,1
CRISPR.UMUC3,PinAPL-py,COPB1,0,1
CRISPR.UMUC3,PinAPL-py,COPS4,0,1
CRISPR.UMUC3,PinAPL-py,NUP93,0,1
CRISPR.UMUC3,PinAPL-py,POLR2D,0,1
CRISPR.UMUC3,PinAPL-py,PSMB2,0,1
CRISPR.UMUC3,PinAPL-py,PSMC2,0,1
CRISPR.UMUC3,PinAPL-py,PSMD11,0,1
CRISPR.UMUC3,PinAPL-py,PSMD6,0,1
CRISPR.UMUC3,PinAPL-py,PSMD7,0,1
CRISPR.UMUC3,PinAPL-py,RPL11,0,1
CRISPR.UMUC3,PinAPL-py,RPS13,0,1
CRISPR.UMUC3,PinAPL-py,RPS19,0,1
CRISPR.UMUC3,PinAPL-py,RPS9,0,1
CRISPR.UMUC3,PinAPL-py,NUP98,4.4408920985e-16,1
CRISPR.UMUC3,PinAPL-py,RPL9,4.4408920985e-16,1
CRISPR.UMUC3,PinAPL-py,RPS8,4.4408920985e-16,1
CRISPR.UMUC3,PinAPL-py,PSMD1,5.55111512313e-16,1
CRISPR.UMUC3,PinAPL-py,COPZ1,6.66133814775e-16,1
CRISPR.UMUC3,PinAPL-py,RPL36,6.66133814775e-16,1
CRISPR.UMUC3,PinAPL-py,COPS6,2.6645352591e-15,1
CRISPR.UMUC3,PinAPL-py,POLR2A,0.0140382158467,1
CRISPR.UMUC3,PinAPL-py,RPL35A,0.0195983114745,1
CRISPR.UMUC3,PinAPL-py,POLR2F,0.0210862635477,1
CRISPR.UMUC3,PinAPL-py,PSMC1,0.0271424916521,1
CRISPR.UMUC3,PinAPL-py,RPL18A,0.0366069641263,1
CRISPR.UMUC3,PinAPL-py,NUP205,0.0502249428485,1
CRISPR.UMUC3,PinAPL-py,NUP54,0.0605384794085,1
CRISPR.UMUC3,PinAPL-py,RPL3,0.0702633481602,1
CRISPR.UMUC3,PinAPL-py,PSMA3,0.0954194139842,1
CRISPR.UMUC3,PinAPL-py,NUP133,0.108938924041,1
CRISPR.UMUC3,PinAPL-py,COPS8,0.149823010034,1
CRISPR.UMUC3,PinAPL-py,RPL34,0.174397936314,1
CRISPR.UMUC3,PinAPL-py,POLA1,0.185649942604,1
CRISPR.UMUC3,PinAPL-py,COPS2,0.190139081859,1
CRISPR.UMUC3,PinAPL-py,RPS11,0.238328304124,1
CRISPR.UMUC3,PinAPL-py,PSMC4,0.360193361103,1
CRISPR.UMUC3,PinAPL-py,RPL30,0.402341364018,1
CRISPR.UMUC3,PinAPL-py,RPL5,0.555103163898,1
CRISPR.UMUC3,PinAPL-py,PSMB3,0.953188363452,1
CRISPR.UMUC3,PinAPL-py,RPL27,0.997867267137,1
CRISPR.UMUC3,PinAPL-py,RPS3A,0.999334880476,1
CRISPR.UMUC3,PinAPL-py,ABCG8,1,0
CRISPR.UMUC3,PinAPL-py,ADH7,1,0
CRISPR.UMUC3,PinAPL-py,CABP5,1,0
CRISPR.UMUC3,PinAPL-py,CRYGB,1,0
CRISPR.UMUC3,PinAPL-py,CYP7A1,1,0
CRISPR.UMUC3,PinAPL-py,DEFB129,1,0
CRISPR.UMUC3,PinAPL-py,DMRTB1,1,0
CRISPR.UMUC3,PinAPL-py,DMRTC2,1,0
CRISPR.UMUC3,PinAPL-py,FAM71B,1,0
CRISPR.UMUC3,PinAPL-py,FCRL4,1,0
CRISPR.UMUC3,PinAPL-py,HTR3D,1,0
CRISPR.UMUC3,PinAPL-py,IL1F10,1,0
CRISPR.UMUC3,PinAPL-py,IL22,1,0
CRISPR.UMUC3,PinAPL-py,KRT25,1,0
CRISPR.UMUC3,PinAPL-py,KRT74,1,0
CRISPR.UMUC3,PinAPL-py,KRT77,1,0
CRISPR.UMUC3,PinAPL-py,KRT9,1,0
CRISPR.UMUC3,PinAPL-py,LHX5,1,0
CRISPR.UMUC3,PinAPL-py,LUZP4,1,0
CRISPR.UMUC3,PinAPL-py,LYZL6,1,0
CRISPR.UMUC3,PinAPL-py,MAGEB3,1,0
CRISPR.UMUC3,PinAPL-py,MRGPRD,1,0
CRISPR.UMUC3,PinAPL-py,NLRP5,1,0
CRISPR.UMUC3,PinAPL-py,NPHS2,1,0
CRISPR.UMUC3,PinAPL-py,NPSR1,1,0
CRISPR.UMUC3,PinAPL-py,OC90,1,0
CRISPR.UMUC3,PinAPL-py,OLIG2,1,0
CRISPR.UMUC3,PinAPL-py,OR12D2,1,0
CRISPR.UMUC3,PinAPL-py,OR52E8,1,0
CRISPR.UMUC3,PinAPL-py,OR9Q2,1,0
CRISPR.UMUC3,PinAPL-py,OTUD6A,1,0
CRISPR.UMUC3,PinAPL-py,PIWIL3,1,0
CRISPR.UMUC3,PinAPL-py,PLA2G2E,1,0
CRISPR.UMUC3,PinAPL-py,POU4F2,1,0
CRISPR.UMUC3,PinAPL-py,RNASE9,1,0
CRISPR.UMUC3,PinAPL-py,RPL6,1,1
CRISPR.UMUC3,PinAPL-py,RPS24,1,1
CRISPR.UMUC3,PinAPL-py,RPS27,1,1
CRISPR.UMUC3,PinAPL-py,RPS7,1,1
CRISPR.UMUC3,PinAPL-py,RPTN,1,0
CRISPR.UMUC3,PinAPL-py,RXFP2,1,0
CRISPR.UMUC3,PinAPL-py,SAGE1,1,0
CRISPR.UMUC3,PinAPL-py,SPATA16,1,0
CRISPR.UMUC3,PinAPL-py,TAAR1,1,0
CRISPR.UMUC3,PinAPL-py,TAAR8,1,0
CRISPR.UMUC3,PinAPL-py,TAS2R13,1,0
CRISPR.UMUC3,PinAPL-py,TAS2R9,1,0
CRISPR.UMUC3,PinAPL-py,TGM6,1,0
CRISPR.UMUC3,PinAPL-py,TPH2,1,0
CRISPR.UMUC3,PinAPL-py,TRIM42,1,0
CRISPR.UMUC3,PinAPL-py,VN1R2,1,0
CRISPR.UMUC3,ScreenBEAM,RPL11,3.313826540171248e-4,1
CRISPR.UMUC3,ScreenBEAM,PSMB2,4.786257079173547e-9,1
CRISPR.UMUC3,ScreenBEAM,NUP93,2.2426552566469924e-4,1
CRISPR.UMUC3,ScreenBEAM,PSMD7,2.4065345635789728e-8,1
CRISPR.UMUC3,ScreenBEAM,RPS19,8.561231646797427e-6,1
CRISPR.UMUC3,ScreenBEAM,COPA,0.00052006325684411105,1
CRISPR.UMUC3,ScreenBEAM,RPS13,7.751983500686318e-6,1
CRISPR.UMUC3,ScreenBEAM,COPB1,4.5711035018702636e-5,1
CRISPR.UMUC3,ScreenBEAM,RPL35A,0.009406724244429789,1
CRISPR.UMUC3,ScreenBEAM,PSMD11,3.458557317678532e-5,1
CRISPR.UMUC3,ScreenBEAM,RPL36,0.0039949815373169365,1
CRISPR.UMUC3,ScreenBEAM,RPL18A,1.7921948546688363e-5,1
CRISPR.UMUC3,ScreenBEAM,RPS8,3.841522829229578e-4,1
CRISPR.UMUC3,ScreenBEAM,RPL9,0.007300505332529537,1
CRISPR.UMUC3,ScreenBEAM,RPL34,0.003976923770142565,1
CRISPR.UMUC3,ScreenBEAM,COPS4,1.2081859087197482e-4,1
CRISPR.UMUC3,ScreenBEAM,POLR2D,1.0133237437587469e-4,1
CRISPR.UMUC3,ScreenBEAM,RPS9,0.023860435632201683,1
CRISPR.UMUC3,ScreenBEAM,POLR2A,0.03131039089908331,1
CRISPR.UMUC3,ScreenBEAM,PSMD6,9.978742203813837e-7,1
CRISPR.UMUC3,ScreenBEAM,PSMA3,0.01453608715229228,1
CRISPR.UMUC3,ScreenBEAM,PSMC4,0.0044193713105193,1
CRISPR.UMUC3,ScreenBEAM,RPL6,0.1362444828832975,1
CRISPR.UMUC3,ScreenBEAM,COPS2,0.00866137247930783,1
CRISPR.UMUC3,ScreenBEAM,PSMC1,0.00948199901595227,1
CRISPR.UMUC3,ScreenBEAM,RPS11,0.05011388660001456,1
CRISPR.UMUC3,ScreenBEAM,PSMB3,0.09522174597059631,1
CRISPR.UMUC3,ScreenBEAM,NUP205,0.019834113254061734,1
CRISPR.UMUC3,ScreenBEAM,NUP54,0.02937467308494967,1
CRISPR.UMUC3,ScreenBEAM,COPZ1,0.021907413985389507,1
CRISPR.UMUC3,ScreenBEAM,RPL5,0.09119005192638903,1
CRISPR.UMUC3,ScreenBEAM,POLA1,0.09145348100038833,1
CRISPR.UMUC3,ScreenBEAM,PSMC2,0.003174581693719647,1
CRISPR.UMUC3,ScreenBEAM,POLR2F,0.013489561448640044,1
CRISPR.UMUC3,ScreenBEAM,RPL30,0.10865516467141362,1
CRISPR.UMUC3,ScreenBEAM,RPS3A,0.019314691046949207,1
CRISPR.UMUC3,ScreenBEAM,COPS6,0.03196684960331349,1
CRISPR.UMUC3,ScreenBEAM,NUP133,0.123062446341172,1
CRISPR.UMUC3,ScreenBEAM,PSMD1,0.029459094566551287,1
CRISPR.UMUC3,ScreenBEAM,RPL3,0.01613599738157233,1
CRISPR.UMUC3,ScreenBEAM,RPL27,0.32159730057930846,1
CRISPR.UMUC3,ScreenBEAM,COPS8,0.18168648868537585,1
CRISPR.UMUC3,ScreenBEAM,NUP98,0.07553112652621714,1
CRISPR.UMUC3,ScreenBEAM,RPS27,0.08846766346613921,1
CRISPR.UMUC3,ScreenBEAM,RPS24,0.8681979165236344,1
CRISPR.UMUC3,ScreenBEAM,LYZL6,1,0
CRISPR.UMUC3,ScreenBEAM,RPS7,1,1
CRISPR.UMUC3,ScreenBEAM,KRT25,1,0
CRISPR.UMUC3,ScreenBEAM,MRGPRD,1,0
CRISPR.UMUC3,ScreenBEAM,TPH2,1,0
CRISPR.UMUC3,ScreenBEAM,KRT74,1,0
CRISPR.UMUC3,ScreenBEAM,KRT9,1,0
CRISPR.UMUC3,ScreenBEAM,DMRTC2,1,0
CRISPR.UMUC3,ScreenBEAM,PIWIL3,1,0
CRISPR.UMUC3,ScreenBEAM,IL22,1,0
CRISPR.UMUC3,ScreenBEAM,RPTN,1,0
CRISPR.UMUC3,ScreenBEAM,FCRL4,1,0
CRISPR.UMUC3,ScreenBEAM,IL1F10,1,0
CRISPR.UMUC3,ScreenBEAM,RNASE9,1,0
CRISPR.UMUC3,ScreenBEAM,KRT77,1,0
CRISPR.UMUC3,ScreenBEAM,NPHS2,1,0
CRISPR.UMUC3,ScreenBEAM,ADH7,1,0
CRISPR.UMUC3,ScreenBEAM,LHX5,1,0
CRISPR.UMUC3,ScreenBEAM,OR9Q2,1,0
CRISPR.UMUC3,ScreenBEAM,CABP5,1,0
CRISPR.UMUC3,ScreenBEAM,DMRTB1,1,0
CRISPR.UMUC3,ScreenBEAM,PLA2G2E,1,0
CRISPR.UMUC3,ScreenBEAM,TAS2R13,1,0
CRISPR.UMUC3,ScreenBEAM,CYP7A1,1,0
CRISPR.UMUC3,ScreenBEAM,RXFP2,1,0
CRISPR.UMUC3,ScreenBEAM,OR12D2,1,0
CRISPR.UMUC3,ScreenBEAM,CRYGB,1,0
CRISPR.UMUC3,ScreenBEAM,TAAR8,1,0
CRISPR.UMUC3,ScreenBEAM,OTUD6A,1,0
CRISPR.UMUC3,ScreenBEAM,TGM6,1,0
CRISPR.UMUC3,ScreenBEAM,OC90,1,0
CRISPR.UMUC3,ScreenBEAM,MAGEB3,1,0
CRISPR.UMUC3,ScreenBEAM,NPSR1,1,0
CRISPR.UMUC3,ScreenBEAM,SAGE1,1,0
CRISPR.UMUC3,ScreenBEAM,VN1R2,1,0
CRISPR.UMUC3,ScreenBEAM,TAAR1,1,0
CRISPR.UMUC3,ScreenBEAM,DEFB129,1,0
CRISPR.UMUC3,ScreenBEAM,POU4F2,1,0
CRISPR.UMUC3,ScreenBEAM,LUZP4,1,0
CRISPR.UMUC3,ScreenBEAM,FAM71B,1,0
CRISPR.UMUC3,ScreenBEAM,NLRP5,1,0
CRISPR.UMUC3,ScreenBEAM,ABCG8,1,0
CRISPR.UMUC3,ScreenBEAM,SPATA16,1,0
CRISPR.UMUC3,ScreenBEAM,OLIG2,1,0
CRISPR.UMUC3,ScreenBEAM,HTR3D,1,0
CRISPR.UMUC3,ScreenBEAM,OR52E8,1,0
CRISPR.UMUC3,ScreenBEAM,TAS2R9,1,0
CRISPR.UMUC3,ScreenBEAM,TRIM42,1,0
CRISPRi.RT112,CC2,RPS24,3.5497187062609454e-24,1
CRISPRi.RT112,CC2,RPL11,3.5497187062609454e-24,1
CRISPRi.RT112,CC2,PSMA3,1.1338125947568984e-18,1
CRISPRi.RT112,CC2,RPL34,1.7166322186547517e-23,1
CRISPRi.RT112,CC2,RPS8,1.4686082109574604e-20,1
CRISPRi.RT112,CC2,RPL30,1.81339921597225e-5,1
CRISPRi.RT112,CC2,COPZ1,3.5497187062609454e-24,1
CRISPRi.RT112,CC2,POLR2D,3.0169179396251375e-18,1
CRISPRi.RT112,CC2,PSMC2,1.7084520645132463e-4,1
CRISPRi.RT112,CC2,RPS7,2.7135198425333247e-18,1
CRISPRi.RT112,CC2,PSMD1,5.078487316689211e-22,1
CRISPRi.RT112,CC2,POLA1,1.0709005028347367e-17,1
CRISPRi.RT112,CC2,RPL6,3.921203175400903e-19,1
CRISPRi.RT112,CC2,PSMD11,4.950502634553804e-5,1
CRISPRi.RT112,CC2,RPL36,1.827150564786243e-14,1
CRISPRi.RT112,CC2,NUP205,1.6048139206708474e-10,1
CRISPRi.RT112,CC2,PSMC1,0.10345951937785025,1
CRISPRi.RT112,CC2,RPS19,1.865403032106563e-9,1
CRISPRi.RT112,CC2,NUP93,4.745589665754238e-21,1
CRISPRi.RT112,CC2,RPL9,0.0739719510333872,1
