dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRi.RT112,countPerMil,TAS2R9,TAS2R9-9,T0,T0_2,2545.9402949657797
CRISPRi.RT112,countPerMil,CABP5,CABP5-10,T0,T0_2,1435.5892455848996
CRISPRi.RT112,countPerMil,COPS6,COPS6-17,T0,T0_2,1677.0394305741174
CRISPRi.RT112,countPerMil,POLR2F,POLR2F-11,T0,T0_2,1316.9428632921845
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-39,T0,T0_2,2019.5469115323324
CRISPRi.RT112,countPerMil,RPS3A,RPS3A-1,T0,T0_2,1405.527898049818
CRISPRi.RT112,countPerMil,PSMC1,PSMC1-10,T0,T0_2,878.1751099078044
CRISPRi.RT112,countPerMil,RPS9,RPS9-24,T0,T0_2,1230.2766379516836
CRISPRi.RT112,countPerMil,OC90,OC90-9,T0,T0_2,2105.2537321642667
CRISPRi.RT112,countPerMil,OLIG2,OLIG2-18,T0,T0_2,2136.914087546959
CRISPRi.RT112,countPerMil,NUP98,NUP98-11,T0,T0_2,1851.6510875332074
CRISPRi.RT112,countPerMil,ABCG8,ABCG8-3,T0,T0_2,1756.989822954653
CRISPRi.RT112,countPerMil,COPS8,COPS8-37,T0,T0_2,1583.6573722736516
CRISPRi.RT112,countPerMil,RPL3,RPL3-2,T0,T0_2,1825.1075572628697
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-20,T0,T0_2,1776.4977186955039
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-6,T0,T0_2,1038.71549780792
CRISPRi.RT112,countPerMil,OC90,OC90-2,T0,T0_2,2837.5993263699743
CRISPRi.RT112,countPerMil,KRT77,KRT77-5,T0,T0_2,957.4858991492958
CRISPRi.RT112,countPerMil,DEFB129,DEFB129-1,T0,T0_2,1473.3258307885123
CRISPRi.RT112,countPerMil,SPATA16,SPATA16-8,T0,T0_2,1777.7769249735923
CRISPRi.RT112,countPerMil,LYZL6,LYZL6-21,T0,T0_2,1418.9595639697482
CRISPRi.RT112,countPerMil,RPL35A,RPL35A-5,T0,T0_2,1165.6767209082109
CRISPRi.RT112,countPerMil,LHX5,LHX5-1,T0,T0_2,1682.1562556864717
CRISPRi.RT112,countPerMil,RXFP2,RXFP2-9,T0,T0_2,2292.3376503347204
CRISPRi.RT112,countPerMil,RPL18A,RPL18A-25,T0,T0_2,966.760144665438
CRISPRi.RT112,countPerMil,NPHS2,NPHS2-13,T0,T0_2,1049.588751171673
CRISPRi.RT112,countPerMil,RPL27,RPL27-12,T0,T0_2,1376.106153653781
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-6,T0,T0_2,1465.0109899809368
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-17,T0,T0_2,1467.2496009675915
CRISPRi.RT112,countPerMil,COPS2,COPS2-9,T0,T0_2,1806.8788678001074
CRISPRi.RT112,countPerMil,TAS2R9,TAS2R9-5,T0,T0_2,934.1403845741794
CRISPRi.RT112,countPerMil,KRT9,KRT9-6,T0,T0_2,1301.5923879551217
CRISPRi.RT112,countPerMil,NPSR1,NPSR1-14,T0,T0_2,1484.1990841522652
CRISPRi.RT112,countPerMil,TPH2,TPH2-1,T0,T0_2,2192.2397590742894
CRISPRi.RT112,countPerMil,RPS8,RPS8-2,T0,T0_2,894.4849899534337
CRISPRi.RT112,countPerMil,LYZL6,LYZL6-14,T0,T0_2,684.3753587773858
CRISPRi.RT112,countPerMil,PSMB3,PSMB3-3,T0,T0_2,1861.5649361883939
CRISPRi.RT112,countPerMil,RPL5,RPL5-2,T0,T0_2,1053.1065684364164
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-9,T0,T0_2,1971.5766761040109
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-17,T0,T0_2,1414.8021435659603
CRISPRi.RT112,countPerMil,PSMD6,PSMD6-10,T0,T0_2,402.31037445885573
CRISPRi.RT112,countPerMil,RPS7,RPS7-2,T0,T0_2,1148.087634584493
CRISPRi.RT112,countPerMil,POU4F2,POU4F2-1,T0,T0_2,1781.294742238336
CRISPRi.RT112,countPerMil,RPL35A,RPL35A-4,T0,T0_2,3529.330121246369
CRISPRi.RT112,countPerMil,TAS2R9,TAS2R9-8,T0,T0_2,1724.0502612938724
CRISPRi.RT112,countPerMil,PSMD11,PSMD11-11,T0,T0_2,801.1029316529679
CRISPRi.RT112,countPerMil,NPHS2,NPHS2-7,T0,T0_2,1257.779572930588
CRISPRi.RT112,countPerMil,MRGPRD,MRGPRD-2,T0,T0_2,1696.2275247454459
CRISPRi.RT112,countPerMil,RPL36,RPL36-23,T0,T0_2,1843.3362467256318
CRISPRi.RT112,countPerMil,COPS2,COPS2-19,T0,T0_2,1514.900034826391
CRISPRi.RT112,countPerMil,FAM71B,FAM71B-5,T0,T0_2,1495.3921390855403
CRISPRi.RT112,countPerMil,RPS8,RPS8-6,T0,T0_2,1217.1647736012758
CRISPRi.RT112,countPerMil,CRYGB,CRYGB-10,T0,T0_2,2038.0954025646167
CRISPRi.RT112,countPerMil,VN1R2,VN1R2-3,T0,T0_2,1424.0763890821022
CRISPRi.RT112,countPerMil,ADH7,ADH7-3,T0,T0_2,1945.6727489727175
CRISPRi.RT112,countPerMil,RPS9,RPS9-39,T0,T0_2,1041.2739103640974
CRISPRi.RT112,countPerMil,RPL30,RPL30-16,T0,T0_2,1544.6415807919502
CRISPRi.RT112,countPerMil,PSMD1,PSMD1-12,T0,T0_2,852.910785915555
CRISPRi.RT112,countPerMil,RPL3,RPL3-16,T0,T0_2,624.5724652767451
CRISPRi.RT112,countPerMil,KRT25,KRT25-1,T0,T0_2,1029.441252291778
CRISPRi.RT112,countPerMil,PIWIL3,PIWIL3-4,T0,T0_2,1690.4710964940473
CRISPRi.RT112,countPerMil,PSMD6,PSMD6-1,T0,T0_2,697.4872231277936
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-14,T0,T0_2,1232.1954473688165
CRISPRi.RT112,countPerMil,PLA2G2E,PLA2G2E-3,T0,T0_2,1346.6844092577437
CRISPRi.RT112,countPerMil,RPL11,RPL11-3,T0,T0_2,1428.23380948589
CRISPRi.RT112,countPerMil,RNASE9,RNASE9-12,T0,T0_2,2992.0634844491688
CRISPRi.RT112,countPerMil,PSMD7,PSMD7-23,T0,T0_2,1749.954188425166
CRISPRi.RT112,countPerMil,FAM71B,FAM71B-1,T0,T0_2,2749.653894751385
CRISPRi.RT112,countPerMil,RPL36,RPL36-17,T0,T0_2,1098.838192878083
CRISPRi.RT112,countPerMil,LHX5,LHX5-8,T0,T0_2,1651.7751065818682
CRISPRi.RT112,countPerMil,RPS13,RPS13-8,T0,T0_2,2155.142777009721
CRISPRi.RT112,countPerMil,PSMC4,PSMC4-10,T0,T0_2,2814.2538117948575
CRISPRi.RT112,countPerMil,RPL9,RPL9-19,T0,T0_2,1278.2468733800054
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-21,T0,T0_2,1635.4652265362388
CRISPRi.RT112,countPerMil,NLRP5,NLRP5-6,T0,T0_2,1214.6063610450988
CRISPRi.RT112,countPerMil,OTUD6A,OTUD6A-5,T0,T0_2,2087.984447410071
CRISPRi.RT112,countPerMil,TAAR8,TAAR8-8,T0,T0_2,2954.6467008150785
CRISPRi.RT112,countPerMil,COPS6,COPS6-7,T0,T0_2,1855.168904797951
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-11,T0,T0_2,1899.621322961529
CRISPRi.RT112,countPerMil,TAAR1,TAAR1-9,T0,T0_2,2199.595195173299
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-16,T0,T0_2,1886.8292601806431
CRISPRi.RT112,countPerMil,COPS4,COPS4-8,T0,T0_2,1739.0809350614131
CRISPRi.RT112,countPerMil,LUZP4,LUZP4-10,T0,T0_2,1663.6077646541873
CRISPRi.RT112,countPerMil,OTUD6A,OTUD6A-3,T0,T0_2,2632.2867187367583
CRISPRi.RT112,countPerMil,RPL30,RPL30-10,T0,T0_2,1473.9654339275567
CRISPRi.RT112,countPerMil,TRIM42,TRIM42-7,T0,T0_2,2036.816196286528
CRISPRi.RT112,countPerMil,ADH7,ADH7-14,T0,T0_2,1940.236122290841
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-8,T0,T0_2,2284.9822142357107
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-3,T0,T0_2,900.5612197743544
CRISPRi.RT112,countPerMil,RPL36,RPL36-32,T0,T0_2,1202.4539014032573
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-5,T0,T0_2,2002.5974283476592
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-18,T0,T0_2,2084.4666301453276
CRISPRi.RT112,countPerMil,KRT74,KRT74-3,T0,T0_2,1654.013717568523
CRISPRi.RT112,countPerMil,PSMC4,PSMC4-13,T0,T0_2,1285.2825079094923
CRISPRi.RT112,countPerMil,PSMB3,PSMB3-15,T0,T0_2,1949.8301693765052
CRISPRi.RT112,countPerMil,NLRP5,NLRP5-1,T0,T0_2,2928.422972114263
CRISPRi.RT112,countPerMil,TRIM42,TRIM42-13,T0,T0_2,894.8047915229558
CRISPRi.RT112,countPerMil,POU4F2,POU4F2-9,T0,T0_2,1993.9627859705608
CRISPRi.RT112,countPerMil,PSMD7,PSMD7-5,T0,T0_2,496.65183746788796
CRISPRi.RT112,countPerMil,LYZL6,LYZL6-3,T0,T0_2,1297.7547691208558
CRISPRi.RT112,countPerMil,RPL36,RPL36-5,T0,T0_2,2377.4048678276104
CRISPRi.RT112,countPerMil,RNASE9,RNASE9-8,T0,T0_2,3034.277291626092
CRISPRi.RT112,countPerMil,LYZL6,LYZL6-15,T0,T0_2,1787.3709720592565
CRISPRi.RT112,countPerMil,FAM71B,FAM71B-2,T0,T0_2,2780.3548454255106
CRISPRi.RT112,countPerMil,RPL18A,RPL18A-3,T0,T0_2,1418.0001592611818
CRISPRi.RT112,countPerMil,RNASE9,RNASE9-4,T0,T0_2,1514.900034826391
CRISPRi.RT112,countPerMil,NPHS2,NPHS2-15,T0,T0_2,1012.4917691071046
CRISPRi.RT112,countPerMil,RPL3,RPL3-7,T0,T0_2,570.2061984579808
CRISPRi.RT112,countPerMil,PSMC4,PSMC4-3,T0,T0_2,2136.5942859774364
CRISPRi.RT112,countPerMil,COPS4,COPS4-1,T0,T0_2,697.4872231277936
CRISPRi.RT112,countPerMil,KRT77,KRT77-7,T0,T0_2,1380.9031771966131
CRISPRi.RT112,countPerMil,NPSR1,NPSR1-3,T0,T0_2,1323.0190931131053
CRISPRi.RT112,countPerMil,LHX5,LHX5-9,T0,T0_2,2056.643893596901
CRISPRi.RT112,countPerMil,PSMD11,PSMD11-24,T0,T0_2,1811.3560897734174
CRISPRi.RT112,countPerMil,ADH7,ADH7-12,T0,T0_2,2520.995772543052
CRISPRi.RT112,countPerMil,PIWIL3,PIWIL3-8,T0,T0_2,1358.5170673300631
CRISPRi.RT112,countPerMil,RPL27,RPL27-18,T0,T0_2,1880.4332287902002
CRISPRi.RT112,countPerMil,RPS27,RPS27-10,T0,T0_2,1956.5460023364703
CRISPRi.RT112,countPerMil,COPS8,COPS8-24,T0,T0_2,1100.1173991561716
CRISPRi.RT112,countPerMil,RPS11,RPS11-11,T0,T0_2,1323.0190931131053
CRISPRi.RT112,countPerMil,COPS8,COPS8-32,T0,T0_2,2299.373284864207
CRISPRi.RT112,countPerMil,PSMB3,PSMB3-5,T0,T0_2,1165.6767209082109
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-7,T0,T0_2,1660.729550528488
CRISPRi.RT112,countPerMil,IL22,IL22-4,T0,T0_2,1739.4007366309352
CRISPRi.RT112,countPerMil,LUZP4,LUZP4-4,T0,T0_2,2063.359726556866
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-9,T0,T0_2,1171.4331491596095
CRISPRi.RT112,countPerMil,RPL5,RPL5-12,T0,T0_2,1191.5806480395045
CRISPRi.RT112,countPerMil,RPL36,RPL36-18,T0,T0_2,2328.7950292602445
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-16,T0,T0_2,1639.942448509549
CRISPRi.RT112,countPerMil,SPATA16,SPATA16-2,T0,T0_2,1960.383621170736
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-18,T0,T0_2,2187.4427355314574
CRISPRi.RT112,countPerMil,PSMB2,PSMB2-22,T0,T0_2,1481.640671596088
CRISPRi.RT112,countPerMil,VN1R2,VN1R2-1,T0,T0_2,1037.4362915298316
CRISPRi.RT112,countPerMil,TAS2R9,TAS2R9-1,T0,T0_2,1843.9758498646759
CRISPRi.RT112,countPerMil,RPL30,RPL30-24,T0,T0_2,2060.1617108616447
CRISPRi.RT112,countPerMil,KRT74,KRT74-9,T0,T0_2,1887.1490617501652
CRISPRi.RT112,countPerMil,TAAR8,TAAR8-3,T0,T0_2,1001.6185157433516
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-5,T0,T0_2,1873.7173958302353
CRISPRi.RT112,countPerMil,MAGEB3,MAGEB3-10,T0,T0_2,2112.609168263276
CRISPRi.RT112,countPerMil,ABCG8,ABCG8-4,T0,T0_2,1433.0308330287223
CRISPRi.RT112,countPerMil,CYP7A1,CYP7A1-4,T0,T0_2,2318.8811806050585
CRISPRi.RT112,countPerMil,LUZP4,LUZP4-7,T0,T0_2,1621.0741559077424
CRISPRi.RT112,countPerMil,RPL30,RPL30-19,T0,T0_2,3597.7676571241077
CRISPRi.RT112,countPerMil,RPS19,RPS19-4,T0,T0_2,1154.4836659749358
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-28,T0,T0_2,1759.5482355108304
CRISPRi.RT112,countPerMil,VN1R2,VN1R2-9,T0,T0_2,876.5761020601938
CRISPRi.RT112,countPerMil,OR52E8,OR52E8-8,T0,T0_2,2019.2271099628103
CRISPRi.RT112,countPerMil,PSMC4,PSMC4-8,T0,T0_2,1712.217603221553
CRISPRi.RT112,countPerMil,PLA2G2E,PLA2G2E-18,T0,T0_2,1706.1413734006323
CRISPRi.RT112,countPerMil,LHX5,LHX5-7,T0,T0_2,2123.8022231965506
CRISPRi.RT112,countPerMil,MRGPRD,MRGPRD-9,T0,T0_2,1514.2604316873467
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-1,T0,T0_2,1285.9221110485366
CRISPRi.RT112,countPerMil,TAS2R13,TAS2R13-6,T0,T0_2,1090.8431536400294
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-24,T0,T0_2,2559.691762455232
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-6,T0,T0_2,1488.0367029865308
CRISPRi.RT112,countPerMil,PSMC1,PSMC1-9,T0,T0_2,2092.461669383381
CRISPRi.RT112,countPerMil,RPL35A,RPL35A-11,T0,T0_2,3064.9782423002175
CRISPRi.RT112,countPerMil,OLIG2,OLIG2-11,T0,T0_2,1404.5684933412517
CRISPRi.RT112,countPerMil,RPL27,RPL27-6,T0,T0_2,2740.0598476657206
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-6,T0,T0_2,1333.892346476858
CRISPRi.RT112,countPerMil,NLRP5,NLRP5-3,T0,T0_2,1643.7800673438144
CRISPRi.RT112,countPerMil,CRYGB,CRYGB-17,T0,T0_2,2250.7634462968417
CRISPRi.RT112,countPerMil,COPA,COPA-5,T0,T0_2,1945.3529474031952
CRISPRi.RT112,countPerMil,RPS19,RPS19-5,T0,T0_2,648.8773845604279
CRISPRi.RT112,countPerMil,OC90,OC90-1,T0,T0_2,2898.3616245791814
CRISPRi.RT112,countPerMil,LUZP4,LUZP4-6,T0,T0_2,2034.2577837303509
CRISPRi.RT112,countPerMil,RPL3,RPL3-3,T0,T0_2,981.7908184329787
CRISPRi.RT112,countPerMil,OTUD6A,OTUD6A-4,T0,T0_2,2259.0782871044175
CRISPRi.RT112,countPerMil,RPL9,RPL9-4,T0,T0_2,1228.357828534551
CRISPRi.RT112,countPerMil,COPA,COPA-3,T0,T0_2,1727.5680785586158
CRISPRi.RT112,countPerMil,RXFP2,RXFP2-4,T0,T0_2,2720.8717534943917
CRISPRi.RT112,countPerMil,IL1F10,IL1F10-15,T0,T0_2,1778.7363296821588
CRISPRi.RT112,countPerMil,LUZP4,LUZP4-9,T0,T0_2,1167.9153318948659
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-3,T0,T0_2,2149.7061503278446
CRISPRi.RT112,countPerMil,TAAR8,TAAR8-6,T0,T0_2,1312.1458397493523
CRISPRi.RT112,countPerMil,KRT9,KRT9-10,T0,T0_2,2184.244719836236
CRISPRi.RT112,countPerMil,RPL27,RPL27-10,T0,T0_2,1421.5179765259252
CRISPRi.RT112,countPerMil,POU4F2,POU4F2-8,T0,T0_2,1115.4678744932346
CRISPRi.RT112,countPerMil,ADH7,ADH7-2,T0,T0_2,2564.808587567586
CRISPRi.RT112,countPerMil,IL22,IL22-6,T0,T0_2,2050.5676637759802
CRISPRi.RT112,countPerMil,TAS2R13,TAS2R13-8,T0,T0_2,2395.3137557208506
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-17,T0,T0_2,1228.9974316735952
CRISPRi.RT112,countPerMil,OC90,OC90-10,T0,T0_2,2276.027770289091
CRISPRi.RT112,countPerMil,KRT9,KRT9-4,T0,T0_2,1696.2275247454459
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-10,T0,T0_2,1998.759809513393
CRISPRi.RT112,countPerMil,RPL9,RPL9-20,T0,T0_2,2313.1247523536595
CRISPRi.RT112,countPerMil,KRT74,KRT74-5,T0,T0_2,2042.572624537927
CRISPRi.RT112,countPerMil,CRYGB,CRYGB-11,T0,T0_2,1926.4846548013888
CRISPRi.RT112,countPerMil,NUP133,NUP133-1,T0,T0_2,1340.2883778673008
CRISPRi.RT112,countPerMil,RPL11,RPL11-11,T0,T0_2,1354.039845356753
CRISPRi.RT112,countPerMil,OR12D2,OR12D2-7,T0,T0_2,2673.860922774637
CRISPRi.RT112,countPerMil,HTR3D,HTR3D-11,T0,T0_2,1775.2185124174152
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-21,T0,T0_2,1979.2519137725424
CRISPRi.RT112,countPerMil,SAGE1,SAGE1-5,T0,T0_2,1282.0844922142708
CRISPRi.RT112,countPerMil,IL22,IL22-12,T0,T0_2,1872.7579911216687
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-10,T0,T0_2,4288.219245722414
CRISPRi.RT112,countPerMil,MRGPRD,MRGPRD-5,T0,T0_2,1301.2725863855994
CRISPRi.RT112,countPerMil,RPS7,RPS7-3,T0,T0_2,1495.3921390855403
CRISPRi.RT112,countPerMil,PSMA3,PSMA3-24,T0,T0_2,1609.241497835423
CRISPRi.RT112,countPerMil,DMRTC2,DMRTC2-1,T0,T0_2,2567.047198554241
CRISPRi.RT112,countPerMil,PSMB2,PSMB2-6,T0,T0_2,581.719054960778
CRISPRi.RT112,countPerMil,KRT25,KRT25-3,T0,T0_2,3500.867781558898
CRISPRi.RT112,countPerMil,PSMC4,PSMC4-1,T0,T0_2,1879.473824081634
CRISPRi.RT112,countPerMil,RPL35A,RPL35A-12,T0,T0_2,1784.8125595030795
CRISPRi.RT112,countPerMil,PSMA3,PSMA3-14,T0,T0_2,1977.3331043554097
CRISPRi.RT112,countPerMil,KRT9,KRT9-17,T0,T0_2,976.9937948901465
CRISPRi.RT112,countPerMil,OR9Q2,OR9Q2-5,T0,T0_2,1344.765599840611
CRISPRi.RT112,countPerMil,TPH2,TPH2-14,T0,T0_2,1369.0705191242937
CRISPRi.RT112,countPerMil,RPS3A,RPS3A-6,T0,T0_2,2614.6976324130405
CRISPRi.RT112,countPerMil,RPS24,RPS24-12,T0,T0_2,890.3275695496459
CRISPRi.RT112,countPerMil,OR12D2,OR12D2-8,T0,T0_2,3018.607014719507
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-18,T0,T0_2,4190.359965448639
CRISPRi.RT112,countPerMil,IL22,IL22-7,T0,T0_2,1065.259028078258
CRISPRi.RT112,countPerMil,KRT9,KRT9-3,T0,T0_2,794.0672971234809
CRISPRi.RT112,countPerMil,TAS2R9,TAS2R9-7,T0,T0_2,2108.131946289966
CRISPRi.RT112,countPerMil,RPS19,RPS19-19,T0,T0_2,2310.8861413670047
CRISPRi.RT112,countPerMil,TAAR1,TAAR1-17,T0,T0_2,1533.448525858675
CRISPRi.RT112,countPerMil,OLIG2,OLIG2-20,T0,T0_2,2651.794614477609
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-36,T0,T0_2,2337.7494732068644
CRISPRi.RT112,countPerMil,PSMD11,PSMD11-14,T0,T0_2,2016.6686974066329
CRISPRi.RT112,countPerMil,RPL3,RPL3-6,T0,T0_2,2424.7355001168876
CRISPRi.RT112,countPerMil,MAGEB3,MAGEB3-4,T0,T0_2,2370.689034867645
CRISPRi.RT112,countPerMil,RPL30,RPL30-13,T0,T0_2,2450.639427248181
CRISPRi.RT112,countPerMil,FCRL4,FCRL4-2,T0,T0_2,1880.7530303597223
CRISPRi.RT112,countPerMil,RPS3A,RPS3A-9,T0,T0_2,3404.2877075632114
CRISPRi.RT112,countPerMil,COPS2,COPS2-11,T0,T0_2,1854.849103228429
CRISPRi.RT112,countPerMil,TAAR8,TAAR8-1,T0,T0_2,1047.6699417545403
CRISPRi.RT112,countPerMil,TAAR8,TAAR8-9,T0,T0_2,1828.305572958091
CRISPRi.RT112,countPerMil,DEFB129,DEFB129-5,T0,T0_2,2527.0720023639733
CRISPRi.RT112,countPerMil,ABCG8,ABCG8-7,T0,T0_2,1646.0186783304694
CRISPRi.RT112,countPerMil,DMRTB1,DMRTB1-2,T0,T0_2,2249.484240018753
CRISPRi.RT112,countPerMil,COPS8,COPS8-34,T0,T0_2,1664.2473677932317
CRISPRi.RT112,countPerMil,DEFB129,DEFB129-6,T0,T0_2,1617.876140212521
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-12,T0,T0_2,2669.3837008013265
CRISPRi.RT112,countPerMil,RPL27,RPL27-2,T0,T0_2,1060.781806104948
CRISPRi.RT112,countPerMil,POLR2A,POLR2A-5,T0,T0_2,2806.578574126326
CRISPRi.RT112,countPerMil,CABP5,CABP5-2,T0,T0_2,943.7344316598437
CRISPRi.RT112,countPerMil,DMRTC2,DMRTC2-8,T0,T0_2,701.6446435315816
CRISPRi.RT112,countPerMil,MAGEB3,MAGEB3-7,T0,T0_2,1855.4887063674732
CRISPRi.RT112,countPerMil,OLIG2,OLIG2-4,T0,T0_2,1173.0321570072201
CRISPRi.RT112,countPerMil,RPS3A,RPS3A-25,T0,T0_2,4040.692830912276
CRISPRi.RT112,countPerMil,RPS24,RPS24-5,T0,T0_3,2389.2942242070258
CRISPRi.RT112,countPerMil,RPL11,RPL11-5,T0,T0_3,2414.2732092782812
CRISPRi.RT112,countPerMil,PSMA3,PSMA3-5,T0,T0_3,1863.6494948814802
CRISPRi.RT112,countPerMil,PSMA3,PSMA3-3,T0,T0_3,2124.661788162278
CRISPRi.RT112,countPerMil,RPL34,RPL34-28,T0,T0_3,1886.4563942943655
CRISPRi.RT112,countPerMil,RPS8,RPS8-20,T0,T0_3,2366.4873247941405
CRISPRi.RT112,countPerMil,RPL30,RPL30-17,T0,T0_3,2416.083280660256
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-5,T0,T0_3,2389.2942242070258
CRISPRi.RT112,countPerMil,POLR2D,POLR2D-2,T0,T0_3,2505.8628212062167
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-11,T0,T0_3,2055.155047094437
CRISPRi.RT112,countPerMil,PSMC2,PSMC2-6,T0,T0_3,2110.9052456592676
CRISPRi.RT112,countPerMil,RPS7,RPS7-11,T0,T0_3,1889.3525085055253
CRISPRi.RT112,countPerMil,RPL30,RPL30-1,T0,T0_3,1864.7355377106653
CRISPRi.RT112,countPerMil,POLR2D,POLR2D-7,T0,T0_3,1892.6106369930806
CRISPRi.RT112,countPerMil,RPS24,RPS24-20,T0,T0_3,2444.3203942190667
CRISPRi.RT112,countPerMil,PSMD1,PSMD1-9,T0,T0_3,1815.5015961209447
CRISPRi.RT112,countPerMil,PSMD1,PSMD1-1,T0,T0_3,2162.311272907358
CRISPRi.RT112,countPerMil,RPS8,RPS8-11,T0,T0_3,2080.8580607184826
CRISPRi.RT112,countPerMil,RPL34,RPL34-15,T0,T0_3,1844.82475250894
CRISPRi.RT112,countPerMil,RPL11,RPL11-2,T0,T0_3,1873.06186606775
CRISPRi.RT112,countPerMil,POLA1,POLA1-22,T0,T0_3,2104.3889886841575
CRISPRi.RT112,countPerMil,RPL6,RPL6-18,T0,T0_3,1555.2133313929369
CRISPRi.RT112,countPerMil,PSMD11,PSMD11-6,T0,T0_3,1887.9044513999454
CRISPRi.RT112,countPerMil,RPL36,RPL36-9,T0,T0_3,2013.1613910326166
CRISPRi.RT112,countPerMil,RPL34,RPL34-17,T0,T0_3,1336.5567084503543
CRISPRi.RT112,countPerMil,NUP205,NUP205-3,T0,T0_3,1729.3421983389337
CRISPRi.RT112,countPerMil,RPL6,RPL6-13,T0,T0_3,1499.1011185517114
CRISPRi.RT112,countPerMil,RPL30,RPL30-15,T0,T0_3,1616.7557583800876
CRISPRi.RT112,countPerMil,RPL6,RPL6-15,T0,T0_3,1543.6288745482966
CRISPRi.RT112,countPerMil,PSMC1,PSMC1-1,T0,T0_3,1392.66892129158
CRISPRi.RT112,countPerMil,RPL36,RPL36-7,T0,T0_3,1789.4365682205043
CRISPRi.RT112,countPerMil,PSMD1,PSMD1-24,T0,T0_3,1728.9801840625387
CRISPRi.RT112,countPerMil,RPS8,RPS8-18,T0,T0_3,1693.1407706994335
CRISPRi.RT112,countPerMil,RPL36,RPL36-27,T0,T0_3,1187.044812299218
CRISPRi.RT112,countPerMil,RPL11,RPL11-1,T0,T0_3,1390.1348213568149
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-19,T0,T0_3,1223.2462399387182
CRISPRi.RT112,countPerMil,RPS19,RPS19-8,T0,T0_3,2319.4254688627902
CRISPRi.RT112,countPerMil,NUP93,NUP93-12,T0,T0_3,1351.7613080589447
CRISPRi.RT112,countPerMil,RPS24,RPS24-7,T0,T0_3,1555.5753456693317
CRISPRi.RT112,countPerMil,RPL9,RPL9-1,T0,T0_3,1993.2506058308918
CRISPRi.RT112,countPerMil,NUP93,NUP93-5,T0,T0_3,1349.9512366769695
CRISPRi.RT112,countPerMil,NUP93,NUP93-9,T0,T0_3,1121.520228271722
CRISPRi.RT112,countPerMil,POLR2A,POLR2A-2,T0,T0_3,1520.8219751354115
CRISPRi.RT112,countPerMil,COPB1,COPB1-14,T0,T0_3,1249.3112678391585
CRISPRi.RT112,countPerMil,RPS7,RPS7-20,T0,T0_3,1435.7486201825855
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-6,T0,T0_3,1127.6744709704374
CRISPRi.RT112,countPerMil,POLA1,POLA1-3,T0,T0_3,1571.1419595543168
CRISPRi.RT112,countPerMil,RPS8,RPS8-13,T0,T0_3,1137.4488564331023
CRISPRi.RT112,countPerMil,RPL6,RPL6-2,T0,T0_3,1259.8096818546135
CRISPRi.RT112,countPerMil,POLR2A,POLR2A-6,T0,T0_3,1161.7038129515677
CRISPRi.RT112,countPerMil,POLR2D,POLR2D-6,T0,T0_3,1270.3080958700687
CRISPRi.RT112,countPerMil,POLA1,POLA1-26,T0,T0_3,1838.3084955338297
CRISPRi.RT112,countPerMil,RPL11,RPL11-8,T0,T0_3,1282.6165812674988
CRISPRi.RT112,countPerMil,POLR2D,POLR2D-12,T0,T0_3,2107.285102895318
CRISPRi.RT112,countPerMil,PSMA3,PSMA3-2,T0,T0_3,1238.4508395473083
CRISPRi.RT112,countPerMil,COPZ1,COPZ1-14,T0,T0_3,1352.8473508881295
