sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
TRCN0000021284,POLR2A,3223.1/3767.4/4193.4,811.25/732.09/556.27,3706.5,691.3,-2.421,237270,26397e3,0.58686,0.056653,0.94335,0.11331,0.24154,False
TRCN0000118344,COPS4,1397/1495.8/1473.6,297.84/246.21/462.98,1454.9,323.81,-2.1642,2687.3,3776700,0.58201,0.068878,0.93112,0.13776,0.27965,False
TRCN0000009005,RXFP2,1724/1833.3/2002.3,439.36/324.47/450.89,1849.7,400.58,-2.2043,19687,6221900,0.58096,0.066753,0.93325,0.13351,0.27219,False
TRCN0000003908,PSMB3,1187.4/1159/1392.7,238.6/345.67/281.59,1242.2,285.31,-2.1184,16292,2718900,0.58029,0.071323,0.92868,0.14265,0.28711,False
TRCN0000056333,CABP5,1714.8/1803/1902.9,3162.7/3353.9/3137.2,1805.3,3216.5,0.83291,8863.4,5915300,0.58024,0.63572,0.36428,0.72857,0.8324,True
TRCN0000117592,RPS27,641.68/602.66/571.04,185.95/135.33/139.93,604.44,152.14,-1.9832,1252.7,608310,0.57992,0.079159,0.92084,0.15832,0.31072,False
TRCN0000116495,KRT25,1897.5/1878.4/1887.1,3498.4/3124/3474.1,1887.7,3361,0.83197,91.413,6490300,0.57834,0.6347,0.3653,0.73061,0.83272,True
TRCN0000052041,PSMC4,512.73/487.69/563.11,92.15/194.03/136.48,520.25,134.63,-1.9423,1476.8,445390,0.57781,0.081654,0.91835,0.16331,0.3111,False
TRCN0000117675,RPL36,664.29/646.55/655.11,161.26/177.72/158.93,655.28,165.77,-1.9765,78.755,719480,0.5771,0.079522,0.92048,0.15904,0.31086,False
TRCN0000155113,NLRP5,1519.3/1432.8/1248.9,296.2/301.64/385.24,1395.7,325.29,-2.0978,19098,3464100,0.57509,0.072344,0.92766,0.14469,0.28877,False
TRCN0000155532,LYZL6,673.46/559.39/286.05,1031.7/829.92/651.28,475.88,823.12,0.78923,41024,370070,0.5708,0.63719,0.36281,0.72562,0.83103,True
TRCN0000052038,PSMC4,542.07/521.07/424.05,125.06/122.29/153.75,492.93,132.98,-1.8823,3975.2,398170,0.57045,0.085402,0.9146,0.1708,0.32187,False
TRCN0000116786,KRT77,3605.6/3726/3974.5,6522.9/6727.4/6939.5,3765.6,6727.8,0.83708,35410,2728e4,0.56713,0.62682,0.37318,0.74637,0.84335,True
TRCN0000003950,PSMD11,1293.7/1422.3/1576.2,312.65/388.06/355.87,1426.1,350.82,-2.0202,20028,3623e3,0.56491,0.076577,0.92342,0.15315,0.30311,False
TRCN0000073250,TRIM42,1645.8/1696.1/2110.7,2723.4/2993.6/3916.3,1806.1,3172.4,0.81234,65305,5921e3,0.5615,0.62747,0.37252999999999997,0.74505,0.84335,True
TRCN0000117550,RPS24,966.8/1124.3/1340.9,192.53/388.06/342.05,1133.8,294.56,-1.941,35432,2249100,0.55962,0.08134,0.91866,0.16268,0.3111,False
TRCN0000059905,NUP54,1076.2/1117.5/1386.4,307.71/242.94/399.06,1185.8,310.15,-1.9314,28449,2468700,0.55731,0.081886,0.91811,0.16377,0.3111,False
TRCN0000074982,RPS11,371.56/360.98/247.98,97.086/125.55/74.284,321.6,96.746,-1.7226,4733.5,163940,0.55533,0.096398,0.9036,0.1928,0.34857,False
TRCN0000014003,TAAR1,1730.7/1867.9/2223.4,3238.4/3411/3439.5,1929.9,3361.8,0.8004,64819,6795700,0.54928,0.62177,0.37823,0.75646,0.84615,True
TRCN0000117595,RPS27,1092.1/1175/1454.6,312.65/365.23/362.78,1231.2,346.01,-1.8282,36200,2669500,0.54181,0.088354,0.91165,0.17671,0.33037,False
TRCN0000004999,RPL6,876.35/728.76/384.92,236.96/225.01/129.57,626.44,190.46,-1.7125,65626,655250,0.53861,0.096837,0.90316,0.19367,0.34857,False
TRCN0000021364,POLR2D,391.73/395.59/312.49,146.45/83.155/129.57,364.49,116.42,-1.6381,2206.9,212650,0.53795,0.10271,0.89729,0.20542,0.35854,False
TRCN0000021287,POLR2A,727.85/691.05/877.18,220.5/267.4/212.49,761.28,232.26,-1.7084,9741.6,982610,0.53369,0.096992,0.90301,0.19398,0.34857,False
TRCN0000010827,PSMA3,404.56/483.36/504.42,134.93/122.29/200.39,462.05,148.98,-1.6264,2777.1,348070,0.53064,0.10351,0.89649,0.20701,0.35998,False
TRCN0000052957,POLA1,4832.8/4508.5/4576.3,1158.5/1247.3/1219.6,4637.1,1207.9,-1.9398,29260,42057e3,0.52878,0.080222,0.91978,0.16044,0.3111,False
TRCN0000060814,OR52E8,1486.3/1471.7/1333.5,2264.3/2478.4/2572.3,1428.8,2434.8,0.76861,7114.1,3637300,0.5275,0.61336,0.38664,0.77329,0.86062,True
TRCN0000116052,COPS2,1185/1388.3/1538.6,495.31/420.67/338.6,1362.8,413.21,-1.7192,31596,3296900,0.523,0.095704,0.9043,0.19141,0.34857,False
TRCN0000050506,PSMC1,963.74/954.37/1189.7,294.55/337.51/355.87,1030.5,328.28,-1.6473,17794,1843800,0.51713,0.10125,0.89875,0.2025,0.35476,False
TRCN0000116783,KRT77,1885.3/1897.6/2109.7,557.84/567.41/654.74,1961.6,591.78,-1.7272,15921,7029700,0.51664,0.094774,0.90523,0.18955,0.34857,False
TRCN0000005000,RPL6,3221.8/3429.3/4186.6,909.98/1154.4/1103.9,3589.7,1050.6,-1.7717,258660,24697e3,0.51093,0.09106,0.90894,0.18212,0.33914,False
TRCN0000073249,TRIM42,1539.4/1629.3/1605.3,454.17/549.48/519.99,1590.9,506.27,-1.6499,2167.3,4547900,0.50859,0.1006,0.8994,0.20121,0.35476,False
TRCN0000077924,RPL34,3283.6/3531.3/4181.8,997.19/1144.6/1230,3646.5,1119.7,-1.7025,215780,25517e3,0.50022,0.095811,0.90419,0.19162,0.34857,False
TRCN0000121679,PSMD6,1955.6/2224.6/2532.7,3393.1/3856.1/3964.7,2225.2,3729.5,0.74479,83613,9137e3,0.49766,0.5978,0.4022,0.80439,0.88278,True
TRCN0000118345,COPS4,770.02/797.98/823.78,281.39/229.9/342.05,796.96,280.75,-1.5019,723.17,1080700,0.49655,0.11318,0.88682,0.22637,0.39077,False
TRCN0000021835,POLR2F,433.29/451.84/390.21,151.39/148.38/179.66,424.31,159.21,-1.4086,1000.6,291600,0.49093,0.12211,0.87789,0.24422,0.4111,False
TRCN0000115743,LUZP4,2084.5/1890.2/1789.8,3704.1/2947.9/2961,1917.7,3185.8,0.73199,22477,6706500,0.48967,0.59483,0.40517,0.81034,0.88725,True
TRCN0000115745,LUZP4,7724/8140.5/9201.2,12774/13924/15892,8332.6,14139,0.7628,580850,14227e4,0.48683,0.5866,0.4134,0.8268,0.89902,True
TRCN0000063359,NPSR1,2197.6/2317.9/2309.5,3470.4/4084.4/3745.3,2274.4,3758.4,0.7244,4513.9,9561700,0.47992,0.58954,0.41046,0.82093,0.8947,True
TRCN0000063030,FCRL4,696.07/624.29/426.17,225.44/198.92/234.94,570,219.23,-1.3745,19765,538490,0.47801,0.125,0.875,0.25,0.41638,False
TRCN0000118888,NPHS2,1412.9/1325.9/1633.8,658.21/366.86/615,1451.9,529.56,-1.4533,25250,3760700,0.47561,0.11663,0.88337,0.23326,0.39831,False
TRCN0000060025,NUP205,1162.4/1259.1/1219.3,452.52/436.97/454.34,1212.9,447.88,-1.4353,2364.6,2587600,0.4756,0.11847,0.88153,0.23694,0.40313,False
TRCN0000014256,VN1R2,490.73/586.59/590.08,944.54/860.9/872.4,553.81,891.86,0.68644,3184.2,507190,0.47467,0.59377,0.40623,0.81245,0.88751,True
TRCN0000059906,NUP54,843.35/890.7/1115.6,406.45/285.34/397.33,942.81,358.51,-1.3924,21240,1532600,0.47196,0.12269,0.87731,0.24539,0.41159,False
TRCN0000058954,IL22,1792.4/1756.1/1805.7,623.66/626.11/767.03,1784.6,669.07,-1.414,659.52,5775100,0.46419,0.11982,0.88018,0.23963,0.40626,False
TRCN0000151651,LYZL6,1744.1/1845.7/2036.7,2914.2/2897.4/3282.3,1871.6,3026.2,0.69293,22089,6376200,0.45725,0.57994,0.42006,0.84012,0.90933,True
TRCN0000148941,CRYGB,2135.3/2098.5/2568.6,781.63/994.6/851.67,2257.8,871.58,-1.3722,68503,9417600,0.45171,0.12325,0.87675,0.24651,0.41201,False
TRCN0000003905,PSMB2,207.17/138.46/28.023,67.467/26.088/44.916,93.027,42.926,-1.098,9659.1,12499,0.44813,0.15596,0.84404,0.31192,0.48058,False
TRCN0000052042,PSMC4,677.74/762.75/887.76,335.69/348.93/302.32,771.34,328.38,-1.2295,11194,1009800,0.44081,0.1391,0.8609,0.27821,0.45089,False
TRCN0000056337,CABP5,1368.3/1354.3/1390.1,2288.9/2170.2/2071.3,1370.8,2175,0.6656,324.98,3337100,0.44022,0.57351,0.42649,0.85298,0.91696,True
TRCN0000059907,NUP54,788.35/961.17/1141,399.86/459.8/373.15,952.66,409.37,-1.2165,31276,1566100,0.43412,0.14013,0.85987,0.28026,0.45089,False
TRCN0000117593,RPS27,1031.6/1031.6/1354.6,366.95/482.63/644.37,1129.7,485.05,-1.218,34922,2232e3,0.43147,0.13968,0.86032,0.27936,0.45089,False
TRCN0000046915,NUP98,927.07/1019.9/1147.9,449.23/471.21/416.34,1027.7,445.02,-1.2056,12317,1833400,0.43031,0.14116,0.85884,0.28232,0.45267,False
TRCN0000003947,PSMD11,3991.9/4539.4/5098.1,1453/2085.4/1938.3,4520.6,1804.2,-1.3246,306730,3989e4,0.43009,0.12648,0.87352,0.25296,0.41836,False
TRCN0000058441,IL1F10,2428.6/2657.3/2990.6,1107.4/973.41/1247.3,2682.3,1103.7,-1.2803,80005,13475e3,0.43005,0.13173,0.86827,0.26346,0.4327,False
TRCN0000014163,TAS2R9,1504/1470.5/1476.2,686.19/634.26/599.45,1483.5,638.98,-1.2139,320.54,3932900,0.42585,0.13962,0.86038,0.27924,0.45089,False
TRCN0000005061,LHX5,2.4445/6.1811/1.0575,3.2911/1.6305/10.365,2.5447,3.8453,0.45092,7.7226,9.5194,0.42154,0.57664,0.42336,0.84673,0.9123,True
TRCN0000142066,NUP133,1155.6/1113.2/854.45,523.28/508.72/374.87,1032,463.84,-1.1521,26703,1849600,0.41779,0.147,0.853,0.294,0.46666,False
TRCN0000151067,COPB1,1362.2/1243.6/1572.5,567.71/645.68/632.28,1386.2,614.26,-1.173,27798,3415800,0.4177,0.14414,0.85586,0.28827,0.46065,False
TRCN0000116055,COPS2,1070.7/968.58/923.71,518.34/402.73/426.7,985.78,446.6,-1.1405,5678.8,1681400,0.41581,0.14839,0.85161,0.29678,0.46792,False
TRCN0000152434,NLRP5,1986.2/2362.4/2791.8,4201/3534.9/3387.7,2357.3,3691.6,0.64688,163260,10301e3,0.41573,0.55923,0.44077,0.88154,0.94124,True
TRCN0000117547,RPS24,730.9/757.19/891.46,253.41/405.99/462.98,790.17,362.5,-1.122,7429.8,1061700,0.41506,0.15091,0.84909,0.30181,0.47182,False
TRCN0000117567,RPL30,563.46/572.37/655.11,230.37/273.92/361.05,595.6,283.5,-1.0683,2557.2,589960,0.40633,0.15776,0.84224,0.31552,0.48456,False
TRCN0000007623,COPS8,4645.8/5331.8/5740.5,1782.1/2569.7/2477.3,5219.5,2247,-1.2156,306640,53787e3,0.40531,0.13693,0.86307,0.27386,0.44766,False
TRCN0000077974,MRGPRD,2493.4/2652.9/2640,3773.2/4418.6/3925,2594.4,4029.8,0.63508,7855.6,12573e3,0.4048,0.55352,0.44648,0.89295,0.94914,True
TRCN0000054166,OC90,1634.8/1886.5/2048.9,2611.5/2928.4/3024.9,1848.7,2849.3,0.62381,43634,6215e3,0.40136,0.55362,0.44638,0.89275,0.94914,True
TRCN0000007621,COPS8,2546.6/2935.4/3296.7,4148.4/4448/4970.1,2910.1,4509.6,0.63177,141140,15963e3,0.40035,0.5508,0.4492,0.8984,0.95279,True
TRCN0000115754,SAGE1,3470.6/3746.4/4822.7,5670.5/6174.7/6742.6,3972.8,6180.5,0.63742,512870,30494e3,0.39978,0.54891,0.45109,0.90218,0.95359,True
TRCN0000117132,KRT9,1772.3/1867.9/2400.5,1025.2/1077.8/722.11,1995.6,927.49,-1.1046,115060,7285300,0.39571,0.15102,0.84898,0.30204,0.47182,False
TRCN0000077977,MRGPRD,67.224/41.414/20.092,34.556/24.457/10.365,38.257,20.629,-0.86001,589.49,1993.4,0.39484,0.18741,0.81259,0.37482,0.54383,False
TRCN0000064260,CYP7A1,2514.2/2860/3278.7,1105.8/1433.2/1440.8,2867.4,1316.8,-1.1221,147010,1548e4,0.3941,0.14824,0.85176,0.29647,0.46792,False
TRCN0000148564,CRYGB,1896.9/2128.2/2546.4,837.58/1167.4/1081.4,2174.3,1018.8,-1.093,108770,8708200,0.39158,0.15216,0.84784,0.30432,0.47349,False
TRCN0000117134,KRT9,4483.2/4867/5817.2,6860.2/8181.8/8148.8,5025.6,7704.8,0.61636,473e3,49716e3,0.37997,0.53808,0.46192,0.92384,0.95598,True
TRCN0000007622,COPS8,3314.1/3399.6/3923.3,2042.1/1434.8/1646.3,3535.8,1689.7,-1.0648,108910,23931e3,0.37737,0.15428,0.84572,0.30856,0.47852,False
TRCN0000117511,RPL3,1091.5/1121.9/1389.5,1630.7/1844.1/1895.1,1193.8,1786.2,0.58091,26978,2503600,0.37439,0.54299,0.45701,0.91402,0.95598,True
TRCN0000115752,SAGE1,1257.1/1387.7/1723.7,2126/2235.4/2128.3,1443.3,2162.7,0.58306,58196,3714800,0.37321,0.54142,0.45858,0.91716,0.95598,True
TRCN0000046917,NUP98,1216.1/1366.6/1612.7,659.86/639.15/829.22,1389.1,704.54,-0.97836,40201,3430300,0.3696,0.16708,0.83292,0.33416,0.50336,False
TRCN0000019521,DMRTB1,3218.2/3389.1/2513.1,4651.9/4527.9/4398.3,3015.1,4524.9,0.5855,216560,17184e3,0.3642,0.53313,0.46687,0.93374,0.95598,True
TRCN0000014007,TAAR1,1918.3/2085.5/2277.8,2840.2/3184.4/3325.5,2088.7,3109.9,0.574,32403,8010500,0.36079,0.53344,0.46656,0.93312,0.95598,True
TRCN0000007619,COPS8,2974.9/3149.3/3876.2,1507.3/1769.1/1845,3311.6,1700.8,-0.9609,229230,20884e3,0.35247,0.16705,0.83295,0.33411,0.50336,False
TRCN0000134934,SPATA16,1616.4/1819.1/2321.2,863.9/1056.6/1093.5,1896.9,999.38,-0.92384,132370,6556300,0.35051,0.17334,0.82666,0.34668,0.51545,False
TRCN0000116053,COPS2,2709.7/2819.8/3419.4,1304.9/1521.3/1876.1,2967.3,1550.1,-0.9364,146230,16623e3,0.34762,0.17048,0.82952,0.34096,0.51199,False
TRCN0000117594,RPS27,1769.2/1732.6/1704.7,937.95/805.47/1064.2,1735.3,929.85,-0.89938,1047.7,5448200,0.34506,0.17684,0.82316,0.35368,0.51954,False
TRCN0000058065,PSMD7,257.28/256.52/221.01,337.33/313.06/395.61,244.33,346.99,0.5043,429.96,92650,0.33725,0.53359,0.46641,0.93282,0.95598,True
TRCN0000050503,PSMC1,1530.3/1587.3/1786.1,826.06/955.47/936.32,1631,904.1,-0.85045,18056,4789300,0.33213,0.18374,0.81626,0.36748,0.53482,False
TRCN0000014254,VN1R2,4396.4/4629/5838.9,2446.9/2767/2731.2,4916.3,2644.4,-0.89439,601980,47494e3,0.32967,0.17452,0.82548,0.34905,0.51545,False
TRCN0000073251,TRIM42,2312.5/2565.8/2897,1239.1/1390.8/1693,2580.8,1428.9,-0.85242,86092,12436e3,0.32663,0.18211,0.81789,0.36423,0.53173,False
TRCN0000014037,TAS2R13,7100/7698/9148.8,10112/12764/12122,7937.2,11609,0.54848,1113e3,12859e4,0.32379,0.50787,0.49213,0.98427,0.98845,True
TRCN0000003949,PSMD11,1016.3/973.53/940.63,1276.9/1493.5/1385.5,976.33,1382.5,0.50139,1439.9,1648100,0.31638,0.51597,0.48403,0.96805,0.97638,True
TRCN0000154096,PIWIL3,1961.1/1994/2576.6,2766.1/3259.4/3214.9,2159.9,3071.8,0.50796,120320,8588e3,0.31119,0.50896,0.49104,0.98208,0.98835,True
TRCN0000074980,RPS11,256.06/257.13/412.95,347.21/520.13/402.52,300.7,417.35,0.47157,8244.9,142590,0.3089,0.51886,0.48114,0.96229,0.97638,True
TRCN0000059648,ABCG8,3450.4/3879.3/4514.9,5445.1/5110/6284.8,3924.3,5592,0.51085,287720,29724e3,0.3059,0.50294,0.49706,0.99412,0.99623,True
TRCN0000140184,FAM71B,626.4/588.44/436.74,362.02/334.25/305.77,543.99,333.22,-0.70543,10135,488680,0.30151,0.20886,0.79114,0.41773,0.59657,False
TRCN0000063362,NPSR1,307.4/235.5/146.46,413.03/262.51/252.22,219.69,301.28,0.45386,6652.2,74299,0.29932,0.51594,0.48406,0.96812,0.97638,True
TRCN0000021837,POLR2F,871.46/929.02/1090.3,610.49/477.74/720.38,959.26,594.49,-0.68935,12893,1588800,0.28939,0.20964,0.79036,0.41928,0.59657,False
TRCN0000117612,RPL18A,736.4/747.3/879.83,1072.9/963.62/1204.1,785.24,1075.7,0.45363,6385.5,1048e3,0.28377,0.50121,0.49879,0.99757,0.99757,True
TRCN0000003909,PSMB3,715.01/628.62/832.24,490.37/381.54/507.89,720.53,456.33,-0.65782,10478,876420,0.28221,0.21577,0.78423,0.43154,0.601,False
TRCN0000058955,IL22,2299/2567.6/2329.1,1685/1354.9/1451.1,2395.7,1490.8,-0.68399,21671,10653e3,0.27725,0.20731,0.79269,0.41462,0.59609,False
TRCN0000021838,POLR2F,993.69/1053.9/1033.2,543.03/632.63/815.4,1026.6,654.31,-0.64904,935.33,1829400,0.27525,0.216,0.784,0.43201,0.601,False
TRCN0000011508,TAAR8,4179.5/4472.7/5367.8,5068.2/7399.2/6870.4,4646.9,6363.2,0.4534,384260,42242e3,0.26407,0.48097,0.51903,0.96193,0.97638,True
TRCN0000116931,KRT74,2422.5/2146.1/1759.7,1560/1193.5/1307.7,2091.4,1345.3,-0.63618,111330,8032100,0.26327,0.21553,0.78447,0.43106,0.601,False
TRCN0000007184,PSMC2,3763.3/4229.1/4681.5,2539.1/2600.6/2895.3,4207.9,2673.9,-0.65395,211200,34366e3,0.26167,0.21,0.79,0.42,0.59657,False
TRCN0000152679,NLRP5,4959.9/5170.5/5468.2,3147.9/3667/3197.7,5195.4,3329.6,-0.64174,65267,53272e3,0.25563,0.21114,0.78886,0.42228,0.59724,False
TRCN0000014035,TAS2R13,1841.3/2130.6/2441.7,1163.4/1474/1573.8,2123.8,1392.3,-0.60886,90462,8292500,0.25403,0.22002,0.77998,0.44005,0.61039,False
TRCN0000060817,OR52E8,1464.9/1571.2/1850.1,1966.4/2108.2/2454.8,1620.8,2167.1,0.41877,39667,4727800,0.25121,0.48079,0.51921,0.96158,0.97638,True
TRCN0000064262,CYP7A1,1167.2/1115.7/1413.3,1518.8/1594.6/1798.4,1225.5,1633.1,0.41394,25365,2643700,0.25068,0.4822,0.5178,0.96441,0.97638,True
TRCN0000118342,COPS4,5081.5/5373.3/6142.4,3317.4/3830/3676.2,5514.7,3601.4,-0.6146,300840,60306e3,0.24638,0.2153,0.7847,0.4306,0.601,False
TRCN0000116496,KRT25,3578.1/3735.3/3211,5430.3/4203.4/4432.9,3501.1,4659.8,0.41235,72446,23447e3,0.23929,0.47013,0.52987,0.94027,0.96058,True
TRCN0000150723,NLRP5,2102.9/2309.9/2571.8,1453/1692.5/1560,2320.3,1565.4,-0.56747,55316,9967800,0.2391,0.22674,0.77326,0.45349,0.62355,False
TRCN0000117133,KRT9,4320/4291.6/4247.9,2776/2902.3/3078.5,4286.4,2916.3,-0.55547,1319.6,35713e3,0.22927,0.22626,0.77374,0.45252,0.62355,False
TRCN0000065001,COPZ1,3659.4/3651.2/3712.3,2734.9/2548.5/2349.4,3674.2,2539.4,-0.53278,1099.7,25921e3,0.2229,0.23087,0.76913,0.46174,0.63305,False
TRCN0000063360,NPSR1,2109/1887.1/1401.7,2698.7/2157.1/2066.1,1773.5,2291.2,0.36929,131840,5701e3,0.2168,0.46294,0.53706,0.92587,0.95598,True
TRCN0000063358,NPSR1,6138.7/6529.7/7030.7,8191.5/8746/8788,6556.3,8570.8,0.38649,200050,86416e3,0.2167,0.45475,0.54525,0.90949,0.95598,True
TRCN0000007181,PSMC2,1376.9/1479.8/1759.1,1912.1/1915.8/2081.7,1530.4,1968.3,0.36288,39227,4195500,0.21381,0.46234,0.53766,0.92468,0.95598,True
TRCN0000049815,RNASE9,1739.9/1893.3/2304.8,2287.3/2437.6/2872.9,1965.4,2520.8,0.35887,85623,7058400,0.20904,0.45837,0.54163,0.91673,0.95598,True
TRCN0000059903,NUP54,833.57/794.89/927.94,909.98/1284.8/1078,850.34,1080.2,0.34481,4688.7,1236700,0.20669,0.4624,0.5376,0.92479,0.95598,True
TRCN0000115746,LUZP4,733.35/745.44/946.98,1048.2/1002.8/998.51,802.95,1016.2,0.33949,14447,1097700,0.20358,0.46119,0.53881,0.92239,0.95598,True
TRCN0000146810,CRYGB,2162.2/2241.9/2564.4,2573.6/3182.7/3145.8,2316.5,2953.7,0.35043,45421,9933600,0.20216,0.45385,0.54615,0.9077,0.95598,True
TRCN0000019522,DMRTB1,476.68/327.6/155.45,385.05/327.73/378.33,289.56,362.77,0.32421,27223,131830,0.20165,0.46649,0.53351,0.93298,0.95598,True
TRCN0000011510,TAAR8,1658/1716.5/1733.7,1165/1289.7/1283.6,1702.4,1244.8,-0.45142,1577.2,5236e3,0.20001,0.24923,0.75077,0.49846,0.66886,False
TRCN0000019570,POU4F2,3171.1/3433/3791.6,2206.7/2512.6/2945.4,3456,2537.1,-0.44576,97159,22822e3,0.19234,0.247,0.753,0.494,0.6676,False
TRCN0000065269,COPA,844.57/956.84/979.23,1048.2/1081/1345.7,924.95,1151,0.31515,5211.8,1472900,0.18627,0.45159,0.54841,0.90318,0.95359,True
TRCN0000058103,PSMD1,490.73/369.01/418.76,233.67/461.43/319.59,423.27,325.42,-0.37828,3757.6,290110,0.18168,0.27032,0.72968,0.54064,0.69904,False
TRCN0000005064,LHX5,5520.3/5761.4/6159.8,3506.6/4617.6/5094.5,5807.9,4353.1,-0.41588,104370,67165e3,0.17751,0.25014,0.74986,0.50028,0.66886,False
TRCN0000051553,PLA2G2E,821.96/725.66/576.86,541.38/616.33/480.25,700.73,543.16,-0.36689,15332,827110,0.17326,0.27033,0.72967,0.54066,0.69904,False
TRCN0000056297,TGM6,106.95/79.118/27.495,72.403/26.088/62.191,61.523,48.987,-0.32284,1765.4,5312.2,0.172,0.29027,0.70973,0.58053,0.71217,False
TRCN0000056293,TGM6,5139.5/5600.1/6374,4719.4/3919.7/4469.1,5682.1,4356.3,-0.38324,389890,64176e3,0.1655,0.25654,0.74346,0.51307,0.67978,False
TRCN0000014164,TAS2R9,1433.1/1716.5/1902.4,2188.6/1906.1/1998.8,1672.7,2027.8,0.2776,56052,5047400,0.15806,0.43347,0.56653,0.86693,0.92773,True
TRCN0000134587,SPATA16,5305.2/6341.8/7451,4316.2/5012.1/5433.1,6305.4,4898.4,-0.36419,1157100,79681e3,0.15761,0.25973,0.74027,0.51946,0.68442,False
TRCN0000116784,KRT77,6883.1/7326.5/9084.3,8632.5/9124.3/10609,7708.9,9418.9,0.289,136e4,12102e4,0.15545,0.42206,0.57794,0.84412,0.91158,True
TRCN0000009301,OR12D2,1216.1/1252.3/1174.3,799.73/1167.4/960.51,1213.8,964.33,-0.33167,1522.4,2591600,0.15499,0.27498,0.72502,0.54996,0.69904,False
TRCN0000117563,RPL9,1271.7/1334.5/1565.1,1040/1131.6/1150.5,1384.9,1106.3,-0.3238,23903,3408900,0.1509,0.27596,0.72404,0.55192,0.69904,False
TRCN0000152462,PIWIL3,1665.3/1684.4/1976.4,1359.2/1431.6/1456.3,1769.9,1415.1,-0.32253,30457,5676400,0.1489,0.27493,0.72507,0.54986,0.69904,False
TRCN0000139305,FAM71B,1497.3/1458.7/1422.8,1005.4/1350.1/1192,1459.3,1174,-0.31364,1384.9,3800700,0.14636,0.27784,0.72216,0.55568,0.69904,False
TRCN0000147503,CRYGB,1853.5/2135/2561.2,1663.6/1809.9/1777.6,2164.1,1749.2,-0.3069,127500,8623200,0.14128,0.27716,0.72284,0.55431,0.69904,False
TRCN0000054163,OC90,2230/2400.1/2328,1959.8/1578.3/2138.7,2318.3,1877.2,-0.30433,7295.1,9950200,0.13984,0.27732,0.72268,0.55465,0.69904,False
TRCN0000058956,IL22,1367.1/1604.6/1536.5,1064.7/1244.1/1368.2,1499.3,1219.2,-0.2982,14979,4020700,0.13972,0.28101,0.71899,0.56201,0.70326,False
TRCN0000072560,COPS6,673.46/736.17/832.77,933.02/828.29/875.86,744.63,878.02,0.23744,6452.7,938440,0.1377,0.42841,0.57159,0.85682,0.919,True
TRCN0000014166,TAS2R9,4204.5/4527.1/4946.9,3138/4200.2/3824.8,4549.4,3694.1,-0.30038,138720,4042e4,0.13453,0.27444,0.72556,0.54888,0.69904,False
TRCN0000058438,IL1F10,4419.6/4429.4/5275.8,3796.2/3883.8/4004.4,4691.8,3893.9,-0.26886,241980,43095e3,0.12154,0.28092,0.71908,0.56185,0.70326,False
TRCN0000063031,FCRL4,1538.8/1701.7/1660.8,1444.8/1325.6/1345.7,1632.3,1371.1,-0.25141,7181.7,4797300,0.11925,0.29079,0.70921,0.58158,0.71217,False
TRCN0000060915,HTR3D,2002/1982.9/2260.4,1839.7/1703.9/1689.5,2078,1743.1,-0.25345,24035,7925300,0.11898,0.28895,0.71105,0.57791,0.71185,False
TRCN0000019588,DMRTC2,1218.6/1230.7/1073.3,1734.4/1112/1290.5,1172,1355.2,0.20941,7672.2,2409200,0.11805,0.41538,0.58462,0.83077,0.90127,True
TRCN0000026438,ADH7,3473.6/3813.1/3877.8,3161.1/2944.7/3439.5,3717.2,3175.3,-0.22724,47161,26556e3,0.10515,0.29134,0.70866,0.58269,0.71217,False
TRCN0000116056,COPS2,6015.9/6603.3/7554.1,5454.9/5807.8/5946.2,6695,5732.5,-0.22387,603850,90261e3,0.1013,0.28855,0.71145,0.5771,0.71185,False
TRCN0000014033,TAS2R13,1120.8/1129.9/1274.3,931.37/960.36/1226.5,1172.9,1031.4,-0.1854,7418.6,2413400,0.091132,0.30789,0.69211,0.61578,0.74301,False
TRCN0000050507,PSMC1,714.4/686.72/715.39,712.52/639.15/535.54,705.38,624.78,-0.17478,264.82,838550,0.088012,0.31352,0.68648,0.62705,0.75259,False
TRCN0000060913,HTR3D,886.74/819.62/681.02,896.81/803.83/927.69,791.02,874.49,0.14455,11040,1064100,0.080919,0.39909,0.60091,0.79818,0.878,True
TRCN0000009304,OR12D2,4681.2/5072.9/6045.1,4051.3/5012.1/4996,5236.1,4663.9,-0.16692,494520,54143e3,0.07776,0.30284,0.69716,0.60567,0.73646,False
TRCN0000056336,CABP5,1461.8/1584.2/1340.9,1696.5/1676.2/1452.9,1458.9,1604.6,0.13722,14820,3798600,0.074743,0.39166,0.60834,0.78331,0.86365,True
TRCN0000117616,RPL18A,265.84/208.3/107.33,164.55/159.79/172.75,181.15,165.61,-0.12863,6679.1,49782,0.069637,0.33328,0.66672,0.66656,0.77884,False
TRCN0000063361,NPSR1,1559/1489/1422.3,1989.4/1495.2/1447.7,1489.1,1626.9,0.12765,4671.6,3963600,0.069241,0.38868,0.61132,0.77736,0.86134,True
TRCN0000155358,NLRP5,2412.1/2686.3/2889,2621.3/2889.2/3227,2655.2,2902,0.12818,57373,13193e3,0.067948,0.38392,0.61608,0.76784,0.85657,True
TRCN0000152512,NLRP5,1290.7/1369.7/1188.6,1362.5/1544.1/1292.2,1280.9,1395.7,0.12374,8253,2898e3,0.067437,0.38881,0.61119,0.77763,0.86134,True
