sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
TRCN0000010829,PSMB3,1442.3/3124.5/3341.2,0/23.716/250.25,2469.3,8.3167,-8.0507,1122100,89498,8.2263,2.0016e-17,1,4.0032e-17,6.0885e-17,False
TRCN0000139305,FAM71B,5976.7/6153.4/6834.9,890.79/2343.2/1544.3,6311.1,1477.2,-2.0943,205570,345950,8.2184,1.031e-16,1,2.062e-16,3.0575e-16,False
TRCN0000155615,LYZL6,3276.3/3007.2/2739.9,5336.5/7539.4/4823.6,2999.8,5789.7,0.94839,72027,118430,8.1071,1,2.592e-16,5.1839e-16,7.6625e-16,True
TRCN0000134934,SPATA16,10355/8983.5/9539.9,2453.4/4130.2/3188.2,9609.8,3184.9,-1.593,476350,634790,8.0641,3.6884e-16,1,7.3768e-16,1.0846e-15,False
TRCN0000118345,COPS4,7268.8/6906/7150,1993.9/1610.3/2271.8,7106.6,1939.4,-1.873,34214,410600,8.064,3.6917e-16,1,7.3834e-16,1.0846e-15,False
TRCN0000014003,TAAR1,10797/10446/8525.4,16890/17481/14928,9870.1,16396,0.73214,1499300,659760,8.0341,1,4.7139e-16,9.4278e-16,1.3806e-15,True
TRCN0000052041,PSMC4,4838.3/3217.9/2943.5,439.59/1053/230.72,3578.5,474.46,-2.9124,1060200,152680,7.9441,9.7792e-16,1,1.9558e-15,2.8465e-15,False
TRCN0000007170,RPS13,1929.6/2556.5/2008.2,9.953/16.601/53.027,2147.7,20.639,-6.6337,117050,73225,7.8606,8.7483e-16,1,1.7497e-15,2.5543e-15,False
TRCN0000117613,RPL18A,2653.6/3392.7/4173.7,174.18/928.49/561.9,3349.4,449.61,-2.8944,582700,138800,7.7835,3.5265e-15,1,7.053e-15,1.0233e-14,False
TRCN0000142957,PSMD6,2334.8/2300.2/1483.5,0/0/0,1997.3,0,-10.965,234840,65965,7.7764,1.3519e-17,1,2.7038e-17,4.1523e-17,False
TRCN0000117776,RPL27,2023.9/2222/1743.5,0/49.804/0,1986.6,0.69319,-10.197,57946,65460,7.762,8.8364e-17,1,1.7673e-16,2.6287e-16,False
TRCN0000010827,PSMA3,6729/6565/7658,2607.7/2234.1/1584.3,6967.8,2097.6,-1.7315,347830,399080,7.7094,6.3216e-15,1,1.2643e-14,1.8288e-14,False
TRCN0000003905,PSMB2,882.65/2377.3/2850.1,13.271/113.84/72.564,1815.2,47.915,-5.2145,1128300,57496,7.3701,6.6561e-14,1,1.3312e-13,1.9139e-13,False
TRCN0000056296,TGM6,9664.5/7862.8/6986.8,2325.7/2961/3585.4,8097.4,2911.9,-1.4752,1872200,495720,7.365,8.8581e-14,1,1.7716e-13,2.5393e-13,False
TRCN0000021364,POLR2D,5938.4/5536.5/5710.2,1567.6/2024.2/1539.7,5726,1696.8,-1.7541,40634,300650,7.3483,1.0034e-13,1,2.0068e-13,2.8677e-13,False
TRCN0000056334,CABP5,6102/6302.2/6652.2,1846.3/1987.4/2237.4,6348.1,2017.3,-1.6534,77563,348880,7.3321,1.1332e-13,1,2.2664e-13,3.229e-13,False
TRCN0000117660,RPL35A,1123.5/1879.9/1999.5,0/53.362/7.4424,1616.4,3.3291,-8.5454,229570,48672,7.3115,1.4048e-14,1,2.8096e-14,4.0516e-14,False
TRCN0000115752,SAGE1,7639.2/5591.9/5248.7,10759/10333/9636.1,6075.1,10232,0.75205,1681500,327440,7.2649,1,1.8661e-13,3.7322e-13,5.3012e-13,True
TRCN0000074711,RPS3A,7731.3/6010/6257.8,1464.7/2423.8/3143.5,6625,2234.7,-1.5674,868510,371050,7.2073,2.8535e-13,1,5.7071e-13,8.0821e-13,False
TRCN0000074779,RPS8,15205/12192/12175,6849.3/4884.4/6465.6,13117,6002.8,-1.1276,3051300,995030,7.132,4.9462e-13,1,9.8925e-13,1.3968e-12,False
TRCN0000148475,CRYGB,3685/3782.6/4533.1,656.9/1279.5/1161,3983,991.88,-2.0045,215790,178150,7.0867000000000004,6.8669e-13,1,1.3734e-12,1.9334e-12,False
TRCN0000152548,PIWIL3,5874.7/6195.7/5962.9,11205/9472.3/9442.6,6009.6,10007,0.73565,27521,322360,7.0415,1,9.5093e-13,1.9019e-12,2.6694e-12,True
TRCN0000011508,TAAR8,8006.9/5575.6/5642.4,9387.3/10761/11324,6315.5,10458,0.72761,1930700,346300,7.0401,1,9.6036e-13,1.9207e-12,2.6879e-12,True
TRCN0000018160,OLIG2,944.99/2441.4/2727.1,205.7/171.94/200.02,1846.1,191.97,-3.2588,971270,58910,6.8152,4.6931e-12,1,9.3862e-12,1.3096e-11,False
TRCN0000007622,COPS8,20938/18639/19510,11731/11208/9177.5,19673,10646,-0.88581,1347300,1787800,6.7511,7.3371e-12,1,1.4674e-11,2.0415e-11,False
TRCN0000026438,ADH7,17274/15475/16150,25803/27198/19939,16283,24097,0.56551,826650,136e4,6.7011,1,1.0345e-11,2.069e-11,2.8698e-11,True
TRCN0000116931,KRT74,7928.3/10606/11237,4341.2/4912.8/3978.9,9812.8,4394.4,-1.1588,3104600,654240,6.6989,1.05e-11,1,2.1e-11,2.9043e-11,False
TRCN0000058440,IL1F10,778.52/1418.3/1400.2,29.859/35.574/12.094,1156.3,23.433,-5.5658,135430,30099,6.53,1.9658e-11,1,3.9317e-11,5.4218e-11,False
TRCN0000014253,VN1R2,7287.2/8252.6/8536.1,3470.3/3505.3/3520.3,8007,3498.5,-1.1943,429230,487750,6.4555,5.3931e-11,1,1.0786e-10,1.4788e-10,False
TRCN0000116056,COPS2,4929/4137.7/3982.8,6081.3/8209.4/7445.2,4330.8,7190,0.73122,258070,200990,6.3775,1,8.9993e-11,1.7999e-10,2.4605e-10,True
TRCN0000046916,NUP98,11701/9658/9676.3,5351.4/4563/5098.1,10302,4993.2,-1.0448,1381900,701910,6.3372,1.17e-10,1,2.3401e-10,3.1898e-10,False
TRCN0000064258,CYP7A1,7300.6/7834.5/6463.4,13488/9742.7/10860,7177,11259,0.64951,478430,416480,6.3248,1,1.2681e-10,2.5362e-10,3.4473e-10,True
TRCN0000014256,VN1R2,480.29/493.05/781.39,1861.2/838.37/1161,569.84,1219.1,1.0958,29334,10935,6.2084,1,2.6765e-10,5.3531e-10,7.2551e-10,True
TRCN0000148564,CRYGB,5106.1/5423.6/5219.1,8372.1/6013.3/11904,5247.9,8431.1,0.68386,25906,265120,6.182,1,3.1642e-10,6.3284e-10,8.528e-10,True
TRCN0000074914,RPS19,4135.6/5548.5/6284,8957.7/8466.7/7867.6,5243.8,8418.8,0.68289,1201500,264820,6.1697,1,3.4206e-10,6.8411e-10,9.1928e-10,True
TRCN0000018162,OLIG2,1503.2/2176.4/2517.5,321.81/498.04/549.81,2019.5,445,-2.1796,269590,67022,6.0817,5.9442e-10,1,1.1888e-9,1.593e-9,False
TRCN0000074915,RPS19,2694/4646/4840.8,1390.1/1547.5/1256.8,3927.6,1393.1,-1.4947,1435900,174590,6.0658,6.5643e-10,1,1.3129e-9,1.7542e-9,False
TRCN0000117593,RPS27,15604/17221/14291,6819.5/11861/8397.9,15660,8790.4,-0.83302,2156500,1285500,6.059,6.8481e-10,1,1.3696e-9,1.8249e-9,False
TRCN0000014037,TAS2R13,31566/31945/28786,20445/20873/17668,30733,19609,-0.64824,2976300,3408500,6.0252,8.4446e-10,1,1.6889e-9,2.244e-9,False
TRCN0000152462,PIWIL3,7178.1/6420.5/6302.1,4356.1/2349.1/2542.5,6622.5,2963.2,-1.16,226040,370850,6.009,9.3311e-10,1,1.8662e-9,2.4726e-9,False
TRCN0000074780,RPS8,451.95/1015.4/1133.4,0/1.1858/3.7212,804.24,0.68909,-8.897,138540,17893,6.0072,2.9518e-11,1,5.9035e-11,8.1173e-11,False
TRCN0000150729,PIWIL3,7812.1/7238.3/7039.9,13805/8869.9/11535,7356.2,11220,0.60894,160900,431570,5.8812,1,2.0367e-9,4.0733e-9,5.3818e-9,True
TRCN0000116784,KRT77,7655.5/8216.8/6988.1,5031.2/3565.7/2816,7603.5,3696.8,-1.0402,378770,452670,5.8066,3.1873e-9,1,6.3745e-9,8.3987e-9,False
TRCN0000116785,KRT77,8055.8/9172.5/8407.8,16121/10868/11791,8532.8,12736,0.57773,326200,534660,5.7479,1,4.5183e-9,9.0367e-9,1.184e-8,True
TRCN0000018159,OLIG2,800.48/1235.9/1669.6,121.09/240.72/167.45,1182.1,169.64,-2.7935,193090,31065,5.7443,4.6052e-9,1,9.2104e-9,1.2035e-8,False
TRCN0000050504,PSMC1,4897.8/4982.6/4753.5,2033.7/2018.3/2182.5,4877.1,2076.9,-1.2312,13425,238530,5.7334,4.921e-9,1,9.8419e-9,1.2824e-8,False
TRCN0000064262,CYP7A1,8642.3/10080/7385.9,10489/14184/14194,8633.2,12829,0.57142,1825200,543760,5.6904,1,6.3385e-9,1.2677e-8,1.6473e-8,True
TRCN0000074995,RPL5,11458/11944/10576,5447.6/5922/7593.2,11312,6257,-0.85417,481330,803370,5.6395,8.5274e-9,1,1.7055e-8,2.2101e-8,False
TRCN0000116496,KRT25,5824.4/7909.5/5759.3,8574.5/11730/9276.1,6425.7,9771.4,0.60464,1503600,355050,5.6149,1,9.8324e-9,1.9665e-8,2.5414e-8,True
TRCN0000118342,COPS4,27084/24736/25445,13579/19246/17725,25736,16670,-0.62654,1450300,2636800,5.5834,1.179e-8,1,2.358e-8,3.0391e-8,False
TRCN0000117595,RPS27,12143/11969/11922,8013.8/6212.5/6476.8,12011,6857.3,-0.80854,13606,876090,5.506,1.8356e-8,1,3.6712e-8,4.7187e-8,False
TRCN0000117511,RPL3,11982/11163/10463,14500/13492/21247,11185,16079,0.52348,578150,790450,5.5037,1,1.8594e-8,3.7187e-8,4.7668e-8,True
TRCN0000118344,COPS4,10623/9976.2/8913,6630.4/6174.5/3882.2,9811.7,5416.7,-0.85696,746400,654130,5.434,2.7547e-8,1,5.5095e-8,7.0432e-8,False
TRCN0000021834,POLR2F,311.69/692.88/722.26,0/0/0.93031,538.31,0.1176,-8.9146,54543,10082,5.36,2.6888e-10,1,5.3777e-10,7.2675e-10,False
TRCN0000140184,FAM71B,3147.4/4012.8/4460.5,1794.9/1674.4/1448.5,3833.5,1632.8,-1.2308,448070,168590,5.3597,4.167e-8,1,8.3341e-8,1.0625e-7,False
TRCN0000007184,PSMC2,16919/17138/15318,11439/9835.1/9406.3,16438,10191,-0.68974,988270,1378800,5.3204,5.1755e-8,1,1.0351e-7,1.3161e-7,False
TRCN0000019519,DMRTB1,6280.6/5602.8/5691.4,6764.7/11232/8957,5850.7,8796.1,0.58818,135810,310140,5.289,1,6.1509e-8,1.2302e-7,1.56e-7,True
TRCN0000115743,LUZP4,8122.4/8727.2/9464,13646/12030/12390,8754.1,12670,0.53333,451870,554800,5.2573,1,7.31e-8,1.462e-7,1.849e-7,True
TRCN0000021288,POLR2A,30837/29390/27225,20760/19309/19401,29113,19812,-0.55523,3307800,3151600,5.2388,8.0801e-8,1,1.616e-7,2.0383e-7,False
TRCN0000019522,DMRTB1,1797.9/2428.3/2922.6,776.33/752.99/997.29,2336.8,835.39,-1.4829,321010,82670,5.2218,8.8608e-8,1,1.7722e-7,2.2293e-7,False
TRCN0000115831,MAGEB3,12031/11391/10059,14510/16865/15877,11129,15720,0.49822,1012900,784730,5.1826,1,1.0941e-7,2.1881e-7,2.7453e-7,True
TRCN0000059651,ABCG8,5835/6482.4/7034.5,10111/10521/8061.1,6431.9,9500.3,0.56266,360990,355540,5.146,1,1.3306e-7,2.6613e-7,3.3301e-7,True
TRCN0000059904,NUP54,16418/18606/16290,9634.5/11373/11821,17072,10901,-0.64718,1695800,1456400,5.1139,1.5778e-7,1,3.1556e-7,3.9383e-7,False
TRCN0000152679,NLRP5,11509/11501/8717.5,6451.2/7097.1/5138.1,10489,6173.2,-0.76466,2601500,720320,5.0848,1.8397e-7,1,3.6794e-7,4.5799e-7,False
TRCN0000026500,ADH7,4388.5/5108.6/5696.1,2317.4/2901.7/2366.7,5035.8,2515.3,-1.0012,430190,249800,5.0428,2.2938e-7,1,4.5875e-7,5.6953e-7,False
TRCN0000073250,TRIM42,6073.7/5922.1/5511.4,7010.2/9522.1/9584,5830.8,8616.6,0.56335,84688,308620,5.0147,1,2.6559e-7,5.3118e-7,6.5772e-7,True
TRCN0000155113,NLRP5,6781.4/7126.4/6488.9,3131.9/4143.2/3942.6,6793.9,3712.3,-0.87176,101880,384780,4.9679,3.3839e-7,1,6.7679e-7,8.3582e-7,False
TRCN0000051553,PLA2G2E,2990.1/4058.4/3560.9,1481.3/1275.9/2163,3509.2,1599,-1.1335,286910,148430,4.958,3.5606e-7,1,7.1213e-7,8.7718e-7,False
TRCN0000019587,DMRTC2,374.03/358.39/454.18,0/0/0,393.4,0,-8.6235,2648,6447.8,4.8992000000000004,3.5989e-9,1,7.1978e-9,9.4571e-9,False
TRCN0000060916,HTR3D,10282/11164/12480,13891/18314/15062,11273,15648,0.4731,1225900,799380,4.8936,1,4.9516e-7,9.9032e-7,1.2167e-6,True
TRCN0000152865,NLRP5,4432.4/4082.3/5033.7,8473.3/6383.2/5648.8,4499.3,6735.2,0.58192,231940,212360,4.852,1,6.11e-7,1.222e-6,1.4974e-6,True
TRCN0000053864,RPTN,1447.2/1610.6/1443.9,3160.1/2139.2/2289.5,1498.6,2492.1,0.73338,9086.1,43661,4.7547,1,9.9373e-7,1.9875e-6,2.4261e-6,True
TRCN0000054165,OC90,31186/28988/28239,23305/16770/23476,29445,20935,-0.49209,2347600,3203800,4.7544,9.9506e-7,1,1.9901e-6,2.4261e-6,False
TRCN0000155532,LYZL6,3242.3/3195.1/3811.5,4409.2/5862.7/5423.7,3405.2,5195,0.60923,117900,142140,4.7472,1,1.0313e-6,2.0626e-6,2.508e-6,True
TRCN0000021835,POLR2F,4892.8/5423.6/5893,7360.2/9461.6/6816.3,5387.6,7800.8,0.53389,250750,275360,4.5988,1,2.1249e-6,4.2499e-6,5.1543e-6,True
TRCN0000051554,PLA2G2E,593.63/1067.6/991.68,213.99/189.73/273.51,856.57,223.1,-1.9361,65954,19582,4.5268,2.9935e-6,1,5.9871e-6,7.2427e-6,False
TRCN0000065001,COPZ1,5459.5/7575/6460,9868.4/7745.7/9995.2,6440.6,9141.8,0.50523,1124800,356240,4.5258,1,3.0077e-6,6.0155e-6,7.2585e-6,True
TRCN0000063361,NPSR1,9128.3/7138.4/7660,6217.3/4301/4206.8,7932.4,4827.3,-0.71642,1067400,481210,4.4762,3.7994e-6,1,7.5989e-6,9.1457e-6,False
TRCN0000116928,KRT74,2479.4/2831.2/2227.3,2743.7/3481.6/5946.5,2500.5,3844.1,0.62021,92253,91129,4.4507,1,4.2793e-6,8.5586e-6,1.0275e-5,True
TRCN0000134587,SPATA16,22803/19641/18126,14201/13876/14183,20098,14086,-0.51273,5706600,1843900,4.4272,4.7728e-6,1,9.5456e-6,1.1431e-5,False
TRCN0000021286,POLR2A,16600/16008/16144,19193/25247/20227,16249,21401,0.3973,96328,1355900,4.4243,1,4.837e-6,9.6741e-6,1.1555e-5,True
TRCN0000021838,POLR2F,10070/10569/9254.3,5867.3/5126.3/8825.8,9949.7,6426.9,-0.63046,440890,667460,4.312,8.088e-6,0.99999,1.6176e-5,1.9273e-5,False
TRCN0000118890,NPHS2,18006/16410/14995,20943/22877/20536,16424,21428,0.38364,2272400,1377100,4.2638,0.99999,1.005e-5,2.01e-5,2.3887e-5,True
TRCN0000117568,RPL30,3537/2956.1/2916.6,1297.2/1662.5/1983.4,3124.2,1623.3,-0.94416,120860,125560,4.2358,1.1387e-5,0.99999,2.2773e-5,2.6997e-5,False
TRCN0000005065,LHX5,12833/14822/14156,15460/22591/17604,13912,18320,0.39703,1025800,1083400,4.2347,0.99999,1.1443e-5,2.2886e-5,2.7062e-5,True
TRCN0000117567,RPL30,5398.6/5347.6/6176.5,8242.7/8875.8/6729.8,5628.5,7896.4,0.48837,216050,293290,4.1876,0.99999,1.4094e-5,2.8187e-5,3.3248e-5,True
TRCN0000019572,POU4F2,437.78/674.42/862.01,162.57/201.59/149.78,633.73,169.95,-1.8926,46081,12727,4.111,1.9689e-5,0.99998,3.9378e-5,4.6333e-5,False
TRCN0000058954,IL22,7222/6466.1/7155.4,4697.8/5005.3/3541.7,6939.3,4367,-0.66803,175250,396710,4.084,2.2137e-5,0.99998,4.4274e-5,5.1964e-5,False
TRCN0000077977,MRGPRD,586.54/754.78/696.73,204.04/237.16/176.76,675.66,204.51,-1.7192,7322.9,13947,3.9895,3.3105e-5,0.99997,6.621e-5,7.7327e-5,False
TRCN0000155835,NLRP5,12747/12230/10209,10044/6804.2/7836,11675,8120.7,-0.52374,1803300,840960,3.8763,5.3026e-5,0.99995,1.0605e-4,1.2355e-4,False
TRCN0000117596,RPS27,20366/18332/19407,14983/19041/10194,19350,14274,-0.43897,1036e3,1745600,3.8424,6.091e-5,0.99994,1.2182e-4,1.4123e-4,False
TRCN0000065271,COPA,12464/11688/10239,7897.7/7922.4/8181.1,11426,7999.4,-0.51425,1278e3,815080,3.795,7.383e-5,0.99993,1.4766e-4,1.7076e-4,False
TRCN0000063360,NPSR1,4832.6/5772.2/6671,4253.2/3562.2/3248.6,5709.1,3664.8,-0.63941,848730,299370,3.7364,9.3324e-5,0.99991,1.8665e-4,2.1533e-4,False
TRCN0000021284,POLR2A,18988/18063/14275,15820/27716/22302,16980,21384,0.33271,6261e3,1445e3,3.664,0.99988,1.2416e-4,2.4833e-4,2.8579e-4,True
TRCN0000014035,TAS2R13,10879/10661/9472.7,13000/14664/12525,10319,13366,0.37321,573770,703530,3.6324,0.99986,1.4038e-4,2.8077e-4,3.2234e-4,True
TRCN0000060814,OR52E8,4755.4/6773.5/5292.3,3881.7/3685.5/3267.2,5544.8,3602.2,-0.62211,1098300,287020,3.626,1.4394e-4,0.99986,2.8789e-4,3.2971e-4,False
TRCN0000053867,RPTN,965.53/1390.1/1746.2,799.56/632.04/507.95,1328.3,635.53,-1.0624,155020,36722,3.6152,1.5004e-4,0.99985,3.0008e-4,3.4284e-4,False
TRCN0000058103,PSMD1,7129.9/7773.7/6953.9,5354.7/4284.3/5281.3,7277.5,4948.3,-0.55641,186380,424920,3.5731,1.7638e-4,0.99982,3.5276e-4,4.0206e-4,False
TRCN0000049816,RNASE9,8422.7/8876/9259,10187/13011/11514,8846,11513,0.38016,175340,563220,3.554,0.99981,1.8972e-4,3.7944e-4,4.3143e-4,True
TRCN0000050507,PSMC1,4583.3/4056.3/3757.8,6014.9/4482.4/6688.9,4118.5,5649.8,0.45596,175e3,186950,3.5414,0.9998,1.9898e-4,3.9795e-4,4.5139e-4,True
TRCN0000005062,LHX5,1748.3/1794.1/2199,2436.8/3283.5/2630,1903.6,2760.8,0.53617,61696,61562,3.4551,0.99972,2.7504e-4,5.5008e-4,6.2246e-4,True
TRCN0000056676,TPH2,4631.4/3012.6/3059.7,1695.3/2937.3/2192.7,3495,2218.5,-0.65546,856830,147570,3.3229,4.4544e-4,0.99955,8.9088e-4,0.0010057,False
TRCN0000005061,LHX5,28.335/194.4/225.08,1.6588/1.1858/0.93031,107.49,1.2257,-5.6071,13823,1028.9,3.3129,5.9265e-5,0.99994,1.1853e-4,1.3775e-4,False
TRCN0000064260,CYP7A1,11451/10755/9414.9,7847.9/6184/9480.7,10506,7720.1,-0.44442,1072800,721990,3.2782,5.2228e-4,0.99948,0.0010446,0.0011764,False
TRCN0000063362,NPSR1,1450.1/2008/2305.2,894.11/1169.2/1204.7,1886.4,1079.9,-0.8041,190290,60765,3.2715,5.3498e-4,0.99947,0.00107,0.0012021,False
TRCN0000059903,NUP54,9148.8/8879.3/6904.1,4183.6/8172.6/6136.3,8246.8,5942.1,-0.47279,1508200,508980,3.2305,6.1798e-4,0.99938,0.001236,0.0013853,False
TRCN0000007619,COPS8,25116/20924/20960,17764/19182/16469,22250,17771,-0.32428,5817800,2136100,3.0647,0.0010895,0.99891,0.002179,0.0024365,False
TRCN0000117616,RPL18A,2154.9/2819.3/3132.9,1468.1/1949.5/1733.2,2670,1705.4,-0.64638,250960,100150,3.0479,0.0011521,0.99885,0.0023042,0.0025705,False
TRCN0000063030,FCRL4,3068.7/3734.8/4212.6,1602.4/3698.6/2489.5,3641.3,2452.7,-0.56991,331500,156550,3.0042,0.0013316,0.99867,0.0026631,0.0029639,False
TRCN0000051555,PLA2G2E,2212.3/2740/3505.1,1642.2/2019.4/1767.6,2769.7,1803.1,-0.61899,426230,105570,2.975,0.0014652,0.99853,0.0029303,0.0032536,False
TRCN0000021836,POLR2F,82.173/119.46/36.953,0/0/0,71.332,0,-6.1766,1808,579.52,2.9631,2.438e-5,0.99998,4.8759e-5,5.7087e-5,False
TRCN0000014165,TAS2R9,819.6/1096.9/878.81,1026.8/2454.6/979.61,924.45,1351.6,0.5475,21404,21842,2.8902,0.99808,0.0019248,0.0038496,0.0042643,True
TRCN0000049815,RNASE9,9584.5/8300.4/7735.9,5562.1/6824.4/6955,8506,6415,-0.40698,899190,532240,2.8662,0.0020773,0.99792,0.0041546,0.0045914,False
TRCN0000151010,LYZL6,22606/21884/18953,25476/24141/25727,21087,25105,0.2516,3747600,1976600,2.8578,0.99787,0.0021329,0.0042657,0.0047033,True
TRCN0000116930,KRT74,6961.3/6243.5/7111.1,5668.2/4684/4712,6761.1,5001.4,-0.43486,215230,382100,2.8468,0.0022078,0.99779,0.0044157,0.0048573,False
TRCN0000018158,OLIG2,9099.2/9099.7/9282.6,6874.2/6956/7245.2,9160.1,7023.4,-0.38316,11173,592330,2.7763,0.0027488,0.99725,0.0054975,0.0060332,False
TRCN0000051557,PLA2G2E,2673.5/3550.2/2809.1,3403.9/4534.6/3926.8,2987.4,3928.1,0.39482,223540,117720,2.7417,0.99694,0.003056,0.0061119,0.006692,True
TRCN0000014033,TAS2R13,1713.6/2061.3/2139.9,2929.5/1974.4/3224.4,1962.5,2651.9,0.43415,51592,64321,2.7183,0.99672,0.0032808,0.0065615,0.0071677,True
TRCN0000118888,NPHS2,7618.7/7324.1/7535.7,7361.9/4848.8/5174.4,7491.8,5695,-0.39556,23077,443100,2.6993,0.0034744,0.99653,0.0069488,0.0075732,False
TRCN0000056297,TGM6,308.86/549.52/444.11,139.34/217/283.74,422.42,204.72,-1.0414,14761,7135.7,2.5771,0.0049808,0.99502,0.0099615,0.010832,False
TRCN0000052038,PSMC4,5202.4/5931.8/5576.5,5027.9/4816.8/3060.7,5562.3,4200.7,-0.40496,133140,288330,2.5357,0.0056114,0.99439,0.011223,0.012175,False
TRCN0000050503,PSMC1,10166/10500/8864.7,8266/8628/6796.8,9817.4,7855.4,-0.32161,747350,654680,2.4248,0.0076582,0.99234,0.015316,0.016578,False
TRCN0000054163,OC90,8216.6/7760.7/7524.3,10340/8542.6/9604.5,7828.6,9466.5,0.27404,123880,472140,2.3836,0.99143,0.0085716,0.017143,0.018513,True
TRCN0000063029,FCRL4,3707.7/3391.6/3192.7,2674/2723.8/2256.9,3424.2,2542.7,-0.42928,67505,143280,2.3289,0.0099331,0.99007,0.019866,0.021405,False
TRCN0000056295,TGM6,392.45/486.54/501.22,335.08/240.72/200.95,457.41,253.08,-0.85138,3493.8,7992.4,2.2856,0.011138,0.98886,0.022276,0.023947,False
TRCN0000072559,COPS6,8527.6/10696/7689.6,11869/9338.3/10739,8884.9,10598,0.25433,2418700,566800,2.2754,0.98856,0.011442,0.022885,0.024545,True
TRCN0000007181,PSMC2,17277/16461/15154,16306/11622/14042,16274,13858,-0.23182,1147500,1358900,2.0724,0.019116,0.98088,0.038231,0.040913,False
TRCN0000065269,COPA,6986.1/9136.7/6896.8,7322.1/4527.4/7247.1,7607.2,6216.6,-0.2912,1614900,452980,2.0661,0.019408,0.98059,0.038815,0.041444,False
TRCN0000058956,IL22,4669.7/4318/4334.9,4162/4291.5/2536,4438,3564.7,-0.31605,39353,208200,1.9139,0.027817,0.97218,0.055634,0.059268,False
TRCN0000054167,OC90,5493.5/5573.4/6151.6,4996.4/5021.9/4109.2,5732.2,4689.1,-0.28971,129050,301120,1.9008,0.028662,0.97134,0.057323,0.06093,False
TRCN0000134304,OTUD6A,4645.6/3785.9/5126.4,4264.9/7930.7/4288.7,4484.1,5254.3,0.22864,463070,211320,1.6755,0.95308,0.046916,0.093831,0.099512,True
TRCN0000063063,OR9Q2,8086.2/7349.1/7748,6501/7229.9/6225.6,7721.9,6638.9,-0.21797,136210,462880,1.5918,0.055718,0.94428,0.11144,0.11792,False
TRCN0000014166,TAS2R9,19191/16636/16701,16965/16214/13664,17470,15548,-0.16815,2124200,1505700,1.5664,0.058622,0.94138,0.11724,0.12379,False
TRCN0000064998,COPZ1,2122.3/2564.1/2664.6,1687/1852.2/2718.4,2438.5,2040.4,-0.25706,83437,87897,1.343,0.089641,0.91036,0.17928,0.18887,False
TRCN0000059648,ABCG8,15071/15281/13018,15251/17140/15177,14420,15831,0.13469,1565400,1140900,1.3211,0.90677,0.093227,0.18645,0.19598,True
TRCN0000151651,LYZL6,12008/10871/9421.6,11106/13764/10635,10714,11758,0.13417,1684500,742780,1.2117,0.88718,0.11282,0.22564,0.23665,True
TRCN0000138784,OTUD6A,4447.3/5231.3/5020.9,6069.7/4619.9/5832.1,4888.3,5468.6,0.16179,164890,239330,1.1861,0.8822,0.1178,0.2356,0.24654,True
TRCN0000014007,TAAR1,7988.5/7393.6/6378.7,5875.6/8447.7/10148,7222.5,7956.5,0.13962,663970,420290,1.1322,0.87123,0.12877,0.25754,0.26891,True
TRCN0000153086,PIWIL3,10318/9663.4/10187,11376/10707/10632,10052,10900,0.11682,120080,677420,1.0302,0.84854,0.15146,0.30292,0.3156,True
TRCN0000009301,OR12D2,7630/6178.4/6768.4,4512/7511/7334.5,6833.3,6287.5,-0.12007,533980,388e3,0.87615,0.19047,0.80953,0.38095,0.39602,False
TRCN0000021285,POLR2A,14608/13901/13904,12290/13582/13924,14134,13246,-0.09354,166170,1108400,0.84288,0.19965,0.80035,0.3993,0.41418,False
TRCN0000116783,KRT77,8305.1/7606.5/7181.6,7849.6/8907.8/5237.6,7683.9,7154.6,-0.10296,322100,459600,0.78083,0.21745,0.78255,0.43491,0.45013,False
TRCN0000056336,CABP5,6929.4/6970.1/7035.2,7121.4/5993.1/6612.6,6978.1,6559.4,-0.089258,2844,399920,0.66209,0.25396,0.74604,0.50791,0.52455,False
TRCN0000135225,OTUD6A,4504.6/3274.3/4266.4,3427.1/5732.2/3898.9,3977.5,4246.8,0.094494,427870,177790,0.6387,0.73849,0.26151,0.52302,0.53897,True
TRCN0000077974,MRGPRD,7804.3/8003.9/7502.1,9410.6/6507.8/8980.2,7767.4,8193,0.076963,63849,466820,0.62301,0.73336,0.26664,0.53327,0.54835,True
TRCN0000051556,PLA2G2E,9739.6/8933.6/10163,8521.4/9403.5/12454,9598.3,9993.2,0.058166,390190,633680,0.49611,0.69009,0.30991,0.61981,0.63595,True
TRCN0000056293,TGM6,16318/14417/12684,16267/13377/15128,14397,14876,0.047209,3311500,1138300,0.44889,0.67325,0.32675,0.65351,0.66907,True
TRCN0000058065,PSMD7,3860.7/4571/4973.9,4026/4927.1/5058.1,4444.2,4646.7,0.064286,318550,208620,0.44348,0.67129,0.32871,0.65742,0.67162,True
TRCN0000052039,PSMC4,1377.1/1342.3/1373.3,1149.6/1189.4/1568.5,1364.2,1289.6,-0.08105,364.12,38152,0.38182,0.3513,0.6487,0.70259,0.71622,False
TRCN0000116493,KRT25,17362/18244/16328,20866/16636/13834,17293,16871,-0.03567,920360,1483700,0.34673,0.3644,0.6356,0.72879,0.74133,False
